id,trim,subTrim,condition,isOneOwner,mileage,mileageRd,age,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,price
7112,500,unsp,Used,FALSE,120111,120111,15,Silver,5,Gasoline,WA,Pac,Bose,Premium,unsp,21,8578.380818
7113,550,unsp,Used,FALSE,46863,46863,5,unsp,5.5,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,15,47032.86187
7114,500,unsp,Used,TRUE,100326,100326,11,Blue,5,Gasoline,CA,Pac,Premium,Alloy,unsp,53,11925.8017
7115,550,unsp,New,FALSE,11,10000,3,unsp,4.6,Gasoline,NC,SoA,Premium,Alloy,unsp,64,100138.4865
7116,550,unsp,Used,TRUE,27792,27792,3,White,4.6,Gasoline,GA,SoA,unsp,unsp,unsp,6,60821.1384
7117,550,unsp,Used,FALSE,69214,69214,5,Black,5.5,Gasoline,TN,ESC,Premium,unsp,unsp,48,42406.45906
7118,550,unsp,Used,FALSE,60805,60805,9,Gray,5.5,Gasoline,MN,WNC,Harman Kardon,Alloy,unsp,97,26691.96081
7119,430,unsp,Used,FALSE,76442,76442,13,Silver,4.3,Gasoline,IL,ENC,Premium,unsp,unsp,42,13354.01524
7120,550,unsp,CPO,FALSE,14311,14311,3,Black,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,85,69488.72742
7121,63 AMG,unsp,New,FALSE,12,10000,1,unsp,uns,unsp,LA,WSC,unsp,unsp,unsp,0,133357.7481
7122,55 AMG,unsp,Used,FALSE,83447,83447,11,Silver,5.4,Gasoline,IN,ENC,Premium,unsp,unsp,37,16775.49966
7123,420,unsp,Used,FALSE,140000,140000,17,Black,4.2,Gasoline,OH,ENC,Bose,Alloy,16,32,4667.059296
7124,550,unsp,Used,FALSE,77797,77797,9,Gray,5.5,Gasoline,WA,Pac,Harman Kardon,Alloy,unsp,26,26811.35663
7125,550,unsp,New,FALSE,295,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,19,7,113316.1734
7126,500,unsp,Used,FALSE,113256,113256,14,Black,5,Gasoline,NJ,Mid,unsp,Alloy,unsp,53,8316.565792
7127,550,unsp,New,FALSE,19,10000,2,Black,4.6,Gasoline,VA,SoA,Premium,unsp,unsp,64,111017.4158
7128,550,unsp,Used,TRUE,60009,60009,6,Black,5.5,Gasoline,GA,SoA,Premium,unsp,unsp,52,39730.25809
7129,550,unsp,Used,FALSE,67514,67514,8,Silver,5.5,Gasoline,TN,ESC,Harman Kardon,unsp,unsp,74,30748.48551
7130,550,unsp,New,FALSE,8,10000,2,Black,4.6,Gasoline,NJ,Mid,unsp,unsp,unsp,4,111404.0038
7131,550,unsp,New,FALSE,6,10000,1,Red,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,114984.1881
7132,550,unsp,New,FALSE,97,10000,3,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,7,95725.29361
7133,430,unsp,Used,FALSE,135122,135122,12,Black,4.3,Gasoline,VA,SoA,unsp,Alloy,unsp,53,9748.660654
7134,550,unsp,Used,FALSE,45188,45188,8,Gray,5.5,Gasoline,KS,WNC,Premium,Alloy,unsp,66,35277.53031
7135,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,CO,Mtn,Premium,Alloy,unsp,68,111974.2349
7136,600,unsp,Used,TRUE,53546,53546,6,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,34,51417.33286
7137,500,unsp,Used,FALSE,135790,135790,21,White,5,Gasoline,GA,SoA,unsp,Alloy,unsp,18,7783.913211
7138,550,unsp,CPO,FALSE,21434,21434,4,Black,4.6,Gasoline,IL,ENC,Premium,Alloy,unsp,73,59468.35207
7139,550,unsp,Used,FALSE,59881,59881,8,Black,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,18,60,32798.66207
7140,550,unsp,Used,FALSE,116425,116425,9,Black,5.5,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,59,23105.49024
7141,550,unsp,Used,TRUE,78376,78376,5,Black,5.5,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,25,41028.28791
7142,550,unsp,Used,FALSE,6800,10000,4,Black,4.6,Gasoline,AZ,Mtn,Harman Kardon,unsp,unsp,79,62531.02232
7143,55 AMG,unsp,Used,FALSE,136105,136105,14,Silver,5.4,Gasoline,CA,Pac,Bose,Alloy,18,44,9675.60819
7144,430,unsp,Used,FALSE,182752,180000,12,Black,4.3,Gasoline,GA,SoA,unsp,Alloy,unsp,55,8939.039262
7145,550,unsp,Used,FALSE,24904,24904,3,Black,4.6,Gasoline,CA,Pac,unsp,Alloy,unsp,80,60581.49969
7146,550,unsp,CPO,FALSE,13852,13852,5,Black,5.5,Gasoline,CO,Mtn,Premium,unsp,unsp,85,58338.89217
7147,550,unsp,New,FALSE,21,10000,1,Gray,4.6,Gasoline,IL,ENC,unsp,unsp,18,81,119798.7468
7148,550,unsp,Used,TRUE,57056,57056,7,White,5.5,Gasoline,WV,SoA,Harman Kardon,Alloy,unsp,80,34030.83908
7149,550,unsp,New,FALSE,6,10000,1,Silver,4.6,Gasoline,NY,Mid,unsp,unsp,18,89,112270.2963
7150,350,unsp,Used,TRUE,43643,43643,10,Silver,3.7,Gasoline,VA,SoA,Bose,Alloy,unsp,25,20445.32718
7151,63 AMG,unsp,New,FALSE,25,10000,1,White,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,1,175679.4375
7152,550,unsp,CPO,TRUE,15484,15484,3,Black,4.6,Gasoline,IL,ENC,Premium,Alloy,unsp,72,71681.98748
7153,550,unsp,Used,FALSE,67628,67628,9,Gray,5.5,Gasoline,TX,WSC,unsp,Alloy,unsp,36,27619.03173
7154,430,unsp,Used,FALSE,60837,60837,13,Blue,4.3,Gasoline,CA,Pac,Premium,Chrome,unsp,39,13407.90034
7155,500,unsp,Used,FALSE,97125,97125,21,Black,5,Gasoline,WI,ENC,unsp,Alloy,unsp,14,7415.720649
7156,550,unsp,New,FALSE,21,10000,1,White,4.6,Gasoline,NJ,Mid,Premium,Alloy,18,85,115927.3309
7157,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,30,113294.9669
7158,550,unsp,Used,FALSE,16122,16122,3,Silver,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,65562.90084
7159,400,Hybrid,Used,TRUE,44982,44982,6,unsp,3.5,Hybrid,CA,Pac,Premium,Alloy,unsp,65,39711.79742
7160,550,unsp,New,FALSE,18,10000,1,unsp,4.6,Gasoline,CA,Pac,Premium,Alloy,18,84,113024.0631
7161,550,unsp,CPO,FALSE,31181,31181,6,Black,5.5,Gasoline,NC,SoA,Harman Kardon,Alloy,unsp,83,48774.35269
7162,550,unsp,Used,FALSE,74548,74548,7,White,5.5,Gasoline,NJ,Mid,Premium,Alloy,unsp,82,33097.46508
7163,550,unsp,New,FALSE,4,10000,1,Silver,4.6,Gasoline,IA,WNC,unsp,unsp,unsp,1,112979.456
7164,500,unsp,Used,FALSE,39419,39419,10,White,5,Gasoline,FL,SoA,unsp,Alloy,unsp,54,23766.46039
7165,550,unsp,New,FALSE,10,10000,1,unsp,4.6,Gasoline,FL,SoA,Premium,unsp,unsp,74,114889.8196
7166,550,unsp,New,FALSE,12,10000,1,Black,4.6,Gasoline,NJ,Mid,unsp,unsp,unsp,4,112277.114
7167,550,unsp,New,FALSE,5,10000,2,Black,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,70,109833.4281
7168,550,unsp,Used,FALSE,79997,79997,8,White,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,61,31207.23902
7169,430,unsp,Used,FALSE,94720,94720,12,Black,4.3,Gasoline,CA,Pac,unsp,unsp,unsp,7,11701.54606
7170,550,unsp,Used,FALSE,94433,94433,8,Black,5.5,Gasoline,RI,New,unsp,Alloy,unsp,32,27839.76159
7171,550,unsp,CPO,TRUE,23238,23238,4,Black,4.6,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,78,59237.19683
7172,550,unsp,New,FALSE,23,10000,1,Black,4.6,Gasoline,FL,SoA,unsp,unsp,19,14,114654.8396
7173,500,unsp,Used,FALSE,109588,109588,13,Black,5,Gasoline,NY,Mid,Premium,Alloy,unsp,53,10135.19325
7174,550,unsp,New,FALSE,15,10000,1,Silver,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,73,110876.5148
7175,550,unsp,CPO,TRUE,24073,24073,4,Silver,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,63,60932.94171
7176,550,unsp,New,FALSE,25,10000,2,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,68,110276.4344
7177,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,18,86,112298.0534
7178,600,unsp,Used,FALSE,39217,39217,9,Blue,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,1,39323.3036
7179,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,PA,Mid,Premium,Alloy,19,75,111240.7005
7180,550,unsp,New,FALSE,49,10000,2,Blue,4.6,Gasoline,NJ,Mid,Premium,unsp,unsp,68,110966.3985
7181,550,unsp,Used,TRUE,9276,10000,3,Silver,4.6,Gasoline,AR,WSC,Premium,Alloy,unsp,68,66610.43948
7182,550,unsp,Used,FALSE,97896,97896,9,Black,5.5,Gasoline,CA,Pac,Premium,Alloy,unsp,42,24158.49708
7183,63 AMG,unsp,Used,FALSE,8538,10000,2,Black,5.5,Gasoline,IL,ENC,Premium,Alloy,unsp,65,142946.9764
7184,550,unsp,New,FALSE,7,10000,1,Silver,4.6,Gasoline,MA,New,unsp,unsp,unsp,0,111139.485
7185,550,unsp,New,FALSE,7,10000,2,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,53,110986.1665
7186,550,unsp,Used,FALSE,31199,31199,4,Black,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,63,54019.38028
7187,350,unsp,CPO,FALSE,27916,27916,4,Silver,3,Diesel,NY,Mid,unsp,unsp,unsp,3,60323.26057
7188,550,unsp,New,FALSE,19,10000,1,Gray,4.7,Gasoline,FL,SoA,Premium,Alloy,20,77,141890.6769
7189,550,unsp,Used,FALSE,38787,38787,5,Black,5.5,Gasoline,GA,SoA,unsp,Premium,unsp,45,48097.65539
7190,350,unsp,Used,FALSE,31937,31937,3,Silver,3,Diesel,IL,ENC,Premium,Alloy,unsp,76,55235.78353
7191,550,unsp,New,FALSE,5,10000,2,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,72,111255.7576
7192,550,unsp,New,FALSE,2,10000,1,Black,4.7,Gasoline,OH,ENC,Premium,Alloy,unsp,86,143032.5664
7193,550,unsp,Used,TRUE,35718,35718,4,Black,4.6,Gasoline,OH,ENC,Harman Kardon,Alloy,18,75,50678.82643
7194,320,unsp,Used,FALSE,104817,104817,19,Gray,3.2,Gasoline,SC,SoA,unsp,Alloy,unsp,18,5944.334676
7195,550,unsp,New,FALSE,5,10000,1,unsp,4.6,Gasoline,CA,Pac,unsp,unsp,18,93,114847.5878
7196,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,NY,Mid,unsp,unsp,19,3,113383.3427
7197,550,unsp,CPO,TRUE,34899,34899,5,Blue,5.5,Gasoline,NY,Mid,unsp,unsp,unsp,77,50638.62012
7198,550,unsp,Used,FALSE,50429,50429,8,Blue,5.5,Gasoline,NY,Mid,unsp,Alloy,unsp,58,34212.07363
7199,550,unsp,New,FALSE,20,10000,1,Black,4.6,Gasoline,UT,Mtn,Premium,unsp,unsp,87,115414.728
7200,550,unsp,New,FALSE,10,10000,2,Silver,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,14,109874.9532
7201,550,unsp,Used,TRUE,56676,56676,5,Silver,5.5,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,89,42908.89316
7202,550,unsp,Used,FALSE,7122,10000,4,Black,4.6,Gasoline,VA,SoA,Premium,Alloy,unsp,51,65124.24171
7203,550,unsp,Used,TRUE,108099,108099,9,White,5.5,Gasoline,NC,SoA,unsp,Alloy,unsp,51,24030.97348
7204,600,unsp,Used,FALSE,58145,58145,9,Silver,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,26,34088.36429
7205,550,unsp,Used,FALSE,34744,34744,6,Black,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,0,46718.66434
7206,550,unsp,Used,FALSE,60471,60471,8,Blue,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,12,31703.52181
7207,550,unsp,Used,FALSE,50265,50265,5,Silver,5.5,Gasoline,MA,New,unsp,Alloy,19,56,44688.86765
7208,550,unsp,New,FALSE,24,10000,1,unsp,4.7,Gasoline,CA,Pac,unsp,unsp,unsp,14,142287.5991
7209,550,unsp,Used,FALSE,109651,109651,9,Gray,5.5,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,26,23360.4062
7210,550,unsp,Used,FALSE,74670,74670,9,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,2,27326.55498
7211,550,unsp,Used,FALSE,68075,68075,5,Silver,5.5,Gasoline,MA,New,unsp,unsp,18,10,41658.66816
7212,550,unsp,Used,FALSE,78715,78715,9,White,5.5,Gasoline,GA,SoA,unsp,unsp,unsp,32,27862.63956
7213,550,unsp,Used,TRUE,30200,30200,6,Black,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,54,46548.90419
7214,550,unsp,CPO,FALSE,23397,23397,4,Black,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,69,60584.01664
7215,63 AMG,unsp,Used,FALSE,31797,31797,7,White,6.3,Gasoline,NJ,Mid,unsp,unsp,unsp,2,51538.75222
7216,550,unsp,Used,FALSE,65000,65000,7,Black,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,18,63,33352.46184
7217,550,unsp,Used,FALSE,65936,65936,8,Black,5.5,Gasoline,PA,Mid,Premium,Alloy,unsp,70,31604.02739
7218,550,unsp,New,FALSE,10,10000,1,Silver,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,60,111358.0831
7219,550,unsp,Used,FALSE,5705,10000,2,Silver,4.6,Gasoline,CA,Pac,unsp,Alloy,unsp,75,95196.24014
7220,63 AMG,unsp,CPO,FALSE,29950,29950,5,Gray,5.5,Gasoline,MA,New,Bang Olufsen,unsp,unsp,17,81143.14194
7221,430,unsp,Used,FALSE,150999,150000,13,unsp,4.3,Gasoline,SC,SoA,unsp,unsp,unsp,5,10233.10093
7222,600,unsp,Used,FALSE,29652,29652,9,Black,5.5,Gasoline,LA,WSC,unsp,unsp,unsp,31,43521.18104
7223,550,unsp,Used,FALSE,92080,92080,9,Silver,5.5,Gasoline,FL,SoA,unsp,Alloy,unsp,54,24837.37386
7224,550,unsp,Used,TRUE,64770,64770,9,Silver,5.5,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,59,27513.82618
7225,430,unsp,Used,TRUE,116754,116754,14,Gray,4.3,Gasoline,TX,WSC,unsp,Alloy,unsp,58,7992.293735
7226,550,unsp,Used,TRUE,50209,50209,5,Silver,5.5,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,72,42748.38329
7227,550,unsp,New,FALSE,9,10000,3,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,10,100905.4246
7228,430,unsp,Used,FALSE,101000,101000,13,Silver,4.3,Gasoline,WA,Pac,Bose,unsp,unsp,40,10768.1186
7229,550,unsp,Used,FALSE,34500,34500,9,Red,5.5,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,36,34467.03261
7230,63 AMG,unsp,Used,FALSE,65615,65615,7,Silver,6.3,Gasoline,TN,ESC,unsp,Alloy,unsp,61,46775.96347
7231,550,unsp,New,FALSE,12,10000,2,Black,4.6,Gasoline,FL,SoA,Premium,unsp,unsp,66,111449.2949
7232,400,Hybrid,Used,FALSE,36094,36094,5,Silver,3.5,Hybrid,WA,Pac,Harman Kardon,Alloy,unsp,71,41949.98717
7233,350,unsp,Used,FALSE,81000,81000,10,unsp,3.7,Gasoline,WA,Pac,unsp,unsp,unsp,0,21617.59474
7234,550,unsp,New,FALSE,27,10000,1,Black,4.6,unsp,MO,WNC,unsp,unsp,unsp,46,113765.3309
7235,550,unsp,Used,FALSE,43768,43768,9,Silver,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,81,29280.25469
7236,550,unsp,Used,FALSE,121616,121616,8,Black,5.5,Gasoline,VA,SoA,Premium,Alloy,unsp,63,25399.08661
7237,550,unsp,New,FALSE,10,10000,1,Black,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,60,112179.3241
7238,550,unsp,Used,FALSE,93768,93768,9,Red,5.5,Gasoline,CA,Pac,Premium,Alloy,unsp,54,24646.86414
7239,550,unsp,Used,TRUE,18803,18803,6,Black,5.5,Gasoline,GA,SoA,unsp,unsp,unsp,15,51426.13894
7240,550,unsp,Used,TRUE,29269,29269,8,Black,5.5,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,67,39275.82583
7241,550,unsp,New,FALSE,10,10000,1,Silver,4.6,unsp,NY,Mid,Premium,Alloy,unsp,56,111469.1309
7242,550,unsp,New,FALSE,11,10000,2,Blue,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,70,110096.6425
7243,500,unsp,Used,FALSE,104955,104955,13,Silver,5,Gasoline,FL,SoA,Premium,unsp,unsp,35,11171.96698
7244,550,unsp,Used,TRUE,38247,38247,3,Silver,4.6,Gasoline,AR,WSC,Premium,Alloy,unsp,68,55753.40913
7245,500,unsp,Used,FALSE,92488,92488,11,Silver,5,Gasoline,AL,ESC,unsp,Alloy,unsp,39,13807.82235
7246,550,unsp,New,FALSE,4,10000,1,unsp,4.7,Gasoline,NC,SoA,Premium,unsp,unsp,74,141534.5805
7247,63 AMG,unsp,New,FALSE,15,10000,1,unsp,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,72,168249.9322
7248,550,unsp,New,FALSE,2,10000,1,White,4.6,Gasoline,IN,ENC,unsp,unsp,unsp,0,113361.9553
7249,350,unsp,Used,FALSE,32970,32970,4,Black,3,Diesel,NJ,Mid,unsp,unsp,unsp,10,51386.02587
7250,550,unsp,CPO,FALSE,13758,13758,4,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,66391.13024
7251,550,unsp,Used,FALSE,8970,10000,8,Silver,5.5,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,69,33210.07764
7252,500,unsp,Used,FALSE,131275,131275,13,Silver,5,Gasoline,IN,ENC,Bose,Alloy,17,38,9720.09001
7253,350,unsp,Used,FALSE,24329,24329,4,Black,3,Diesel,TX,WSC,Harman Kardon,Alloy,unsp,54,54260.74947
7254,550,unsp,Used,FALSE,70129,70129,9,Black,5.5,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,59,27488.84371
7255,550,unsp,Used,FALSE,34370,34370,5,Black,5.5,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,80,47580.60892
7256,550,unsp,Used,TRUE,74702,74702,9,Red,5.5,Gasoline,MA,New,Premium,Alloy,unsp,71,25300.34999
7257,550,unsp,Used,FALSE,62922,62922,9,Gray,5.5,Gasoline,CA,Pac,Premium,unsp,unsp,33,28319.32219
7258,550,unsp,Used,TRUE,29295,29295,4,Blue,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,73,52023.69485
7259,550,unsp,New,FALSE,11,10000,1,Black,4.6,Gasoline,TX,WSC,unsp,unsp,18,85,113567.4987
7260,550,unsp,CPO,FALSE,37952,37952,5,White,5.5,Gasoline,OR,Pac,Premium,Alloy,unsp,23,54284.33634
7261,550,unsp,CPO,TRUE,19034,19034,4,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,30,62350.46722
7262,550,unsp,Used,TRUE,56711,56711,9,Black,5.5,Gasoline,IL,ENC,unsp,Alloy,unsp,57,30205.35818
7263,550,unsp,Used,FALSE,55136,55136,9,Black,5.5,Gasoline,KS,WNC,unsp,unsp,unsp,31,30267.26333
7264,500,unsp,Used,FALSE,129000,129000,14,Silver,5,Gasoline,MA,New,unsp,unsp,unsp,1,9246.681315
7265,550,unsp,CPO,TRUE,22028,22028,4,Black,4.6,Gasoline,MD,SoA,Premium,Alloy,unsp,72,59833.41184
7266,430,unsp,Used,FALSE,63741,63741,15,Silver,4.3,Gasoline,FL,SoA,Bose,Alloy,unsp,21,11098.91624
7267,63 AMG,unsp,New,FALSE,10,10000,1,unsp,5.5,Gasoline,NY,Mid,unsp,unsp,20,80,165406.1576
7268,550,unsp,New,FALSE,16,10000,2,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,110520.3882
7269,550,unsp,New,FALSE,8,10000,2,Black,4.6,Gasoline,CA,Pac,unsp,Alloy,18,52,110689.8106
7270,550,unsp,Used,FALSE,666,10000,1,Black,4.7,Gasoline,CA,Pac,Premium,unsp,19,76,137775.6138
7271,63 AMG,unsp,CPO,TRUE,9914,10000,4,Black,5.5,Gasoline,OK,WSC,Premium,Alloy,unsp,93,85894.72666
7272,350,unsp,Used,FALSE,16383,16383,4,Silver,3,Diesel,MD,SoA,Harman Kardon,Alloy,19,56,55525.40301
7273,550,unsp,New,FALSE,2469,10000,1,Blue,4.6,Gasoline,AZ,Mtn,Premium,unsp,19,85,115303.2664
7274,430,unsp,Used,FALSE,37544,37544,14,Silver,4.3,Gasoline,FL,SoA,unsp,Alloy,unsp,55,14552.08135
7275,550,unsp,CPO,FALSE,25607,25607,3,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,19,7,64889.00939
7276,550,unsp,New,FALSE,10,10000,2,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,4,110223.2254
7277,550,unsp,Used,FALSE,70516,70516,9,Silver,5.5,Gasoline,IL,ENC,unsp,Alloy,18,42,27368.52345
7278,550,unsp,New,FALSE,50,10000,2,unsp,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,114874.0011
7279,550,unsp,Used,FALSE,73791,73791,8,Black,5.5,Gasoline,CA,Pac,Harman Kardon,Premium,unsp,53,30371.96672
7280,600,unsp,Used,FALSE,116250,116250,15,unsp,5.8,Gasoline,CA,Pac,unsp,unsp,unsp,1,8692.193531
7281,550,unsp,New,FALSE,13,10000,2,Silver,4.6,Gasoline,CA,Pac,unsp,Alloy,unsp,30,110038.3018
7282,550,unsp,New,FALSE,10,10000,2,Blue,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,57,111137.1444
7283,550,unsp,New,FALSE,6,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,113019.6158
7284,550,unsp,Used,FALSE,73921,73921,9,Black,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,8,26547.02305
7285,550,unsp,Used,FALSE,44808,44808,5,White,5.5,Gasoline,GA,SoA,Premium,unsp,unsp,42,46813.0018
7286,550,unsp,Used,FALSE,77454,77454,5,Black,5.5,Gasoline,NJ,Mid,unsp,unsp,unsp,4,40735.11501
7287,550,unsp,New,FALSE,5,10000,1,White,4.6,Gasoline,NY,Mid,unsp,unsp,18,96,113807.237
7288,550,unsp,Used,FALSE,62460,62460,8,Silver,5.5,Gasoline,CO,Mtn,unsp,unsp,unsp,27,33245.64736
7289,550,unsp,New,FALSE,103,10000,2,Black,4.6,Gasoline,MD,SoA,Premium,Alloy,unsp,70,110191.5472
7290,550,unsp,New,FALSE,8,10000,1,Black,4.6,Gasoline,TX,WSC,Premium,unsp,unsp,102,113734.4901
7291,550,unsp,Used,FALSE,48551,48551,7,White,5.5,Gasoline,FL,SoA,unsp,Alloy,unsp,13,37008.22708
7292,550,unsp,New,FALSE,6,10000,2,Black,4.6,Gasoline,DE,SoA,unsp,unsp,unsp,54,111019.4124
7293,430,unsp,Used,FALSE,93321,93321,14,Purple,4.3,Gasoline,IL,ENC,unsp,Alloy,unsp,49,7747.018076
7294,500,unsp,Used,FALSE,163301,150000,17,White,5,Gasoline,OR,Pac,unsp,Alloy,20,64,7232.251168
7295,550,unsp,Used,FALSE,69797,69797,8,Black,5.5,Gasoline,IL,ENC,Premium,Alloy,unsp,81,31213.4717
7296,550,unsp,New,FALSE,22,10000,1,White,4.7,unsp,MA,New,unsp,unsp,unsp,0,135425.4282
7297,550,unsp,New,FALSE,92,10000,2,Silver,4.6,Gasoline,NM,Mtn,Premium,Alloy,20,74,109324.2323
7298,500,unsp,Used,FALSE,101141,101141,10,Black,5,Gasoline,CA,Pac,Bose,unsp,17,89,14504.41528
7299,500,unsp,Used,FALSE,73246,73246,10,Silver,5,Gasoline,IL,ENC,Premium,Alloy,unsp,58,17830.30595
7300,550,unsp,New,FALSE,9,10000,1,Silver,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,70,110833.1042
7301,550,unsp,New,FALSE,11,10000,2,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,110969.2943
7302,550,unsp,New,FALSE,1,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,112055.2845
7303,550,unsp,CPO,FALSE,22679,22679,3,Silver,4.6,Gasoline,RI,New,unsp,unsp,unsp,95,64573.67063
7304,550,unsp,New,FALSE,10,10000,1,Silver,4.6,Gasoline,MD,SoA,unsp,unsp,unsp,92,112750.4286
7305,550,unsp,CPO,TRUE,19977,19977,4,Black,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,71,60762.50513
7306,550,unsp,New,FALSE,10,10000,2,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,67,110438.1248
7307,550,unsp,New,FALSE,10,10000,1,Black,4.7,unsp,CA,Pac,unsp,unsp,unsp,3,136753.8673
7308,550,unsp,New,FALSE,5,10000,2,Silver,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,62,110497.5278
7309,550,unsp,Used,FALSE,66208,66208,9,Silver,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,54,27548.61951
7310,550,unsp,New,FALSE,21,10000,2,Black,4.6,Gasoline,AL,ESC,unsp,unsp,unsp,53,111701.612
7311,400,Hybrid,Used,FALSE,4298,10000,4,Silver,3.5,Hybrid,NJ,Mid,Harman Kardon,unsp,unsp,62,61747.7597
7312,550,unsp,Used,FALSE,40496,40496,5,Black,5.5,Gasoline,FL,SoA,unsp,Alloy,unsp,43,47761.12757
7313,550,unsp,Used,FALSE,59517,59517,6,Silver,5.5,Gasoline,GA,SoA,Premium,unsp,unsp,50,39266.68052
7314,550,unsp,CPO,TRUE,22820,22820,3,Black,4.6,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,99,64607.39294
7315,63 AMG,unsp,New,FALSE,34,10000,2,Black,5.5,Gasoline,KY,ESC,unsp,unsp,unsp,0,162651.4602
7316,550,unsp,Used,FALSE,31528,31528,4,Black,4.6,Gasoline,IL,ENC,Harman Kardon,unsp,unsp,24,54007.17368
7317,550,unsp,New,FALSE,11,10000,1,Black,4.6,Gasoline,VA,SoA,unsp,Alloy,18,64,112078.4
7318,550,unsp,Used,FALSE,68356,68356,5,Black,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,3,42768.42026
7319,550,unsp,Used,FALSE,61841,61841,7,White,5.5,Gasoline,AZ,Mtn,Harman Kardon,unsp,unsp,64,35003.08883
7320,550,unsp,New,FALSE,8,10000,1,Blue,4.6,Gasoline,OH,ENC,Premium,Alloy,unsp,70,112579.9377
7321,550,unsp,New,FALSE,8,10000,1,Silver,4.6,Gasoline,AL,ESC,Premium,Alloy,unsp,75,110745.5161
7322,430,unsp,Used,FALSE,137786,137786,14,Silver,4.3,Gasoline,VA,SoA,unsp,Alloy,unsp,60,7669.235801
7323,550,unsp,Used,FALSE,62100,62100,5,White,5.5,Gasoline,NY,Mid,Harman Kardon,unsp,unsp,21,44407.44857
