"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price","pice"
"9227","9227","550",NA,"New","f",7,"2015","Black","4.6 L","Gasoline","WI","ENC",NA,NA,NA,2,0,112236.906880452
"9228","9228","550",NA,"Used","t",10654,"2011","Black","5.5 L","Gasoline","AL","ESC",NA,NA,NA,36,0,53433.1224935491
"9229","9229","550",NA,"CPO","t",42525,"2013","Silver","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,72,0,60858.3735006966
"9230","9230","550",NA,"Used","f",47325,"2010","Silver","5.5 L","Gasoline","CA","Pac",NA,NA,NA,1,0,41128.5411903777
"9231","9231","550",NA,"New","f",14,"2014","White","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,111646.11766858
"9232","9232","550",NA,"Used","f",104103,"2008","Black","5.5 L","Gasoline","NY","Mid","Premium",NA,NA,60,0,28218.7532281909
"9233","9233","55 AMG",NA,"Used","f",107424,"2006","Silver","5.4 L","Gasoline","CA","Pac",NA,NA,NA,7,0,17584.9486284819
"9234","9234","55 AMG",NA,"Used","f",122354,"2002","Silver","5.4 L","Gasoline","GA","SoA",NA,NA,NA,19,0,13640.46793323
"9235","9235","550",NA,"Used","f",29999,"2011","Black","5.5 L","Gasoline","FL","SoA","Harman Kardon",NA,NA,102,0,45398.8681745733
"9236","9236","550",NA,"Used","f",33602,"2009","Gray","5.5 L","Gasoline","MA","New",NA,NA,NA,33,0,37713.4911614157
"9237","9237","550",NA,"New","f",6,"2015","Silver","4.6 L","Gasoline","NY","Mid",NA,NA,"19",4,0,112060.665400689
"9238","9238","550",NA,"Used","f",78680,"2008","Black","5.5 L","Gasoline","KS","WNC","Harman Kardon",NA,NA,103,0,30256.7401692338
"9239","9239","550",NA,"New","f",9,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,69,0,112480.424431434
"9240","9240","550",NA,"New","f",10,"2014","White","4.6 L","Gasoline","VA","SoA","Premium",NA,NA,60,0,111992.154762342
"9241","9241","63 AMG",NA,"New","f",21,"2015","Silver","5.5 L","Gasoline","CA","Pac",NA,"Alloy","20",105,0,164304.784773937
"9242","9242","550",NA,"Used","f",63791,"2008","Gray","5.5 L","Gasoline","CA","Pac",NA,NA,NA,19,0,31783.6510989097
"9243","9243","550",NA,"New","f",4,"2015",NA,NA,NA,"NC","SoA","Premium",NA,NA,74,0,111510.831028737
"9244","9244","550",NA,"Used","t",35826,"2012","Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy",NA,73,0,48854.0677761094
"9245","9245","430",NA,"Used","f",78879,"2003","Silver","4.3 L","Gasoline","CA","Pac","Premium","Alloy",NA,22,0,12930.3580561817
"9246","9246","550",NA,"Used","f",101406,"2007","White","5.5 L","Gasoline","NJ","Mid",NA,"Chrome",NA,11,0,26525.4064092167
"9247","9247","550",NA,"New","f",9,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,2,0,112321.137212177
"9248","9248","55 AMG",NA,"Used","f",80433,"2003","Black","5.4 L","Gasoline","NY","Mid","Premium","Alloy",NA,56,0,17961.9230111551
"9249","9249","550",NA,"New","f",8,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,112125.94185748
"9250","9250","65 AMG",NA,"Used","f",28414,"2008","Black","6.0 L","Gasoline","CA","Pac","Harman Kardon","Premium",NA,28,0,61284.1696366551
"9251","9251","550",NA,"New","f",6,"2014","Black","4.6 L","Gasoline","WI","ENC",NA,NA,NA,0,0,111199.490931078
"9252","9252","500",NA,"Used","f",96561,"2003","Blue","5.0 L","Gasoline","FL","SoA",NA,"Alloy","17",76,0,11894.1853300159
"9253","9253","430",NA,"Used","f",123275,"2005","Black","4.3 L","Gasoline","TN","ESC","Premium",NA,NA,33,0,11873.484558229
"9254","9254","420",NA,"Used","f",125879,"1999","Black","4.2 L","Gasoline","TN","ESC","Premium","Alloy",NA,47,0,8752.0766078118
"9255","9255","500",NA,"Used","f",77196,"2005","Gray","5.0 L","Gasoline","VA","SoA","Premium","Premium",NA,46,0,15905.2721395587
"9256","9256","550",NA,"Used","t",19842,"2012","Silver","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,62,0,53008.2443720088
"9257","9257","550",NA,"New","f",25,"2015","Black","4.6 L","Gasoline","CT","New","Premium","Alloy",NA,67,0,112793.321659358
"9258","9258","550",NA,"New","f",1,"2014","Black","4.6 L","Gasoline","TX","WSC",NA,NA,NA,3,0,111540.67467296
"9259","9259","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,67,0,112538.848171764
"9260","9260","550",NA,"Used","f",89862,"2007","White","5.5 L","Gasoline","GA","SoA",NA,NA,NA,16,0,27366.884748455
"9261","9261","600",NA,"Used","t",55690,"2009","Silver","5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,65,0,33056.3098506702
"9262","9262","500",NA,"Used","f",70891,"2003","Black","5.0 L","Gasoline","TX","WSC","Premium",NA,NA,32,0,14800.0754645989
"9263","9263","430",NA,"Used","f",151019,"2002","Gold","4.3 L","Gasoline","NV","Mtn",NA,"Alloy",NA,50,0,7217.89231401531
"9264","9264","320",NA,"Used","f",78741,"1995","Silver","3.2 L","Gasoline","CO","Mtn",NA,"Alloy",NA,32,0,10064.8768062559
"9265","9265","550",NA,"New","f",9,"2014","Black","4.6 L","Gasoline","MO","WNC",NA,"Alloy","18",52,0,111066.921065104
"9266","9266","63 AMG",NA,"New","f",35,"2015","Black","5.5 L","Gasoline","NJ","Mid",NA,NA,NA,5,0,164166.830970001
"9267","9267","550",NA,"New","f",15,"2014",NA,"4.6 L","Gasoline","WI","ENC",NA,NA,NA,0,0,111025.01243331
"9268","9268","550",NA,"Used","f",42262,"2008","White","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,60,0,35093.2252481772
"9269","9269","550",NA,"New","f",10,"2015","Black","4.6 L",NA,"NY","Mid","Premium","Alloy",NA,57,0,112489.513719333
"9270","9270","500",NA,"Used","f",136611,"1999","Gold","5.0 L","Gasoline","WA","Pac",NA,NA,NA,0,0,9699.90467096481
"9271","9271","550",NA,"New","f",15,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,69,0,112638.76140751
"9272","9272","550",NA,"Used","t",19499,"2013","White","4.6 L","Gasoline","GA","SoA","Premium","Alloy",NA,63,0,61604.8877506369
"9273","9273","550",NA,"New","f",6,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,"18",85,0,112428.321913957
"9274","9274","550",NA,"Used","f",64988,"2010","White","5.5 L","Gasoline","UT","Mtn",NA,NA,NA,11,0,39860.4552395327
"9275","9275","550",NA,"Used","f",14417,"2012","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,55211.733493572
"9276","9276","550",NA,"New","f",10,"2015",NA,"4.6 L","Gasoline","NY","Mid",NA,NA,"18",80,0,112590.95703453
"9277","9277","550",NA,"Used","f",92211,"2007","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","18",48,0,26031.5835296139
"9278","9278","550",NA,"New","f",291,"2015",NA,"4.6 L","Gasoline","CA","Pac",NA,NA,NA,73,0,113708.225315824
"9279","9279","550",NA,"New","f",10,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,111102.220398533
"9280","9280","500",NA,"Used","f",134831,"2001","Black","5.0 L","Gasoline","NJ","Mid","Bose","Alloy",NA,66,0,8053.52671220225
"9281","9281","550",NA,"Used","f",79020,"2007","Black","5.5 L","Gasoline","OH","ENC","Premium","Alloy",NA,54,0,27159.153534381
"9282","9282","550",NA,"New","f",82,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,"19",14,0,112991.333242638
"9283","9283","550",NA,"CPO","f",38342,"2011","White","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,61,0,50176.716360731
"9284","9284","550",NA,"Used","t",41294,"2010","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","18",75,0,42206.3741364061
"9285","9285","500",NA,"Used","t",63213,"2005","Gray","5.0 L","Gasoline","TX","WSC","Bose","Alloy",NA,20,0,17345.2858170012
"9286","9286","500",NA,"Used","f",108960,"2006",NA,"5.0 L","Gasoline","NJ","Mid","Premium","Alloy",NA,58,0,13129.6848628562
"9287","9287","550",NA,"Used","f",40292,"2010","Black","5.5 L","Gasoline","NY","Mid","Premium",NA,NA,82,0,42442.4059818298
"9288","9288","63 AMG",NA,"Used","f",58973,"2009","Black","6.3 L","Gasoline","AZ","Mtn","Premium",NA,NA,45,0,49147.3911734245
"9289","9289","550",NA,"CPO","t",39917,"2012","Black","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,30,0,54069.99147941
"9290","9290","350",NA,"Used","t",24859,"2012","Silver","3.0 L","Diesel","TX","WSC",NA,NA,NA,22,0,47650.8439796159
"9291","9291","430",NA,"Used","f",192731,"2002","Silver","4.3 L","Gasoline","WA","Pac","Bose","Alloy","16",58,0,5293.71790583506
"9292","9292","550",NA,"New","f",6,"2015","Blue","4.6 L","Gasoline","CA","Pac","Premium","Alloy","19",76,0,112361.807380681
"9293","9293","550",NA,"New","f",15,"2015","Silver","4.7 L","Gasoline","CO","Mtn","Premium","Alloy",NA,68,0,136816.013416238
"9294","9294","550",NA,"Used","t",87651,"2007","Black","5.5 L","Gasoline","NJ","Mid",NA,"Alloy",NA,43,0,26627.4867855345
"9295","9295","550",NA,"Used","f",82438,"2007","Red","5.5 L","Gasoline","VA","SoA","Premium",NA,NA,58,0,27097.1617110479
"9296","9296","550",NA,"New","f",31,"2015","Black",NA,NA,"NJ","Mid",NA,NA,NA,0,0,110814.636148618
"9297","9297","550",NA,"Used","t",75089,"2008","White","5.5 L","Gasoline","TX","WSC","Harman Kardon",NA,NA,62,0,31716.8229154212
"9298","9298","550",NA,"Used","f",55809,"2008","Black","5.5 L","Gasoline","AZ","Mtn","Premium",NA,"22",13,0,32756.6507178365
"9299","9299","550",NA,"CPO","t",34072,"2009","White","5.5 L","Gasoline","CA","Pac","Harman Kardon","Premium",NA,30,0,47180.1019689405
"9300","9300","550",NA,"CPO","f",31389,"2013","Gray","4.6 L","Gasoline","NY","Mid",NA,NA,NA,77,0,62566.617618425
"9301","9301","550",NA,"Used","f",48127,"2010","White","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,61,0,41458.0789845954
"9302","9302","550",NA,"New","f",9,"2015",NA,"4.6 L","Gasoline","IL","ENC",NA,NA,NA,87,0,112567.575531285
"9303","9303","550",NA,"New","f",114,"2015","Gray","4.6 L","Gasoline","CA","Pac",NA,NA,"18",88,0,120605.675290542
"9304","9304","550",NA,"Used","t",6763,"2010","Silver","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,53,0,55242.358781388
"9305","9305","430",NA,"Used","f",111664,"2006","Silver","4.3 L","Gasoline","AL","ESC","Premium","Alloy",NA,59,0,12157.8388723626
"9306","9306","550",NA,"Used","f",37093,"2010","Black","5.5 L","Gasoline","MD","SoA","Premium","Alloy",NA,73,0,42744.1976889845
"9307","9307","500",NA,"Used","t",161926,"2000","Black","5.0 L","Gasoline","TX","WSC",NA,"Alloy",NA,37,0,6988.60253763352
"9308","9308","550",NA,"New","f",5,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,"18",83,0,112220.997642129
"9309","9309","550",NA,"New","f",4,"2015","Red","4.6 L","Gasoline","NY","Mid",NA,NA,"19",3,0,112059.244874514
"9310","9310","550",NA,"New","f",5,"2015","Silver","4.6 L","Gasoline","CT","New",NA,NA,NA,3,0,111991.21396705
"9311","9311","550",NA,"Used","f",21235,"2012","Silver","4.6 L","Gasoline","MA","New","Premium","Alloy",NA,60,0,52353.7161363918
"9312","9312","550",NA,"CPO","t",29194,"2013",NA,"4.6 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,53,0,62556.0181134957
"9313","9313","550",NA,"New","f",9,"2014","Black","4.6 L","Gasoline","CO","Mtn",NA,NA,"20",16,0,111122.282965856
"9314","9314","550",NA,"Used","t",86858,"2009","Gray","5.5 L","Gasoline","CA","Pac",NA,NA,NA,9,0,31026.2475951239
"9315","9315","550",NA,"New","f",19,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","18",87,0,112743.822350538
"9316","9316","550",NA,"New","f",8,"2015","Black","4.6 L","Gasoline","VA","SoA",NA,"Alloy","18",63,0,112425.446962672
"9317","9317","550",NA,"New","f",10,"2014","Black","4.6 L","Gasoline","TN","ESC",NA,"Premium",NA,58,0,111102.220398533
"9318","9318","550",NA,"New","f",9,"2015","Blue","4.6 L","Gasoline","IL","ENC",NA,NA,NA,0,0,112270.05194735
"9319","9319","550",NA,"Used","f",77875,"2007","Gray","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,48,0,27265.7618160127
"9320","9320","550",NA,"New","f",13,"2015","Silver","4.6 L","Gasoline","FL","SoA",NA,NA,NA,49,0,112186.08942902
"9321","9321","550",NA,"Used","f",44649,"2007","Red","5.5 L","Gasoline","MA","New","Premium","Alloy",NA,61,0,31328.7437106385
"9322","9322","550",NA,"Used","f",11709,"2012","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,56442.957536504
"9323","9323","550",NA,"CPO","f",27250,"2010","Green","5.5 L","Gasoline","IL","ENC","Harman Kardon","Alloy",NA,90,0,50973.3185010679
"9324","9324","550",NA,"Used","f",32000,"2008","White","5.5 L","Gasoline","KS","WNC","Premium","Alloy",NA,65,0,37441.3535483453
"9325","9325","550",NA,"New","f",49,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,95,0,113148.596579725
"9326","9326","500",NA,"Used","f",225369,"2001","Black","5.0 L","Gasoline","CA","Pac",NA,"Alloy",NA,18,0,4282.66884658339
"9327","9327","430",NA,"Used","f",319626,"2003","Beige","4.3 L","Gasoline","NJ","Mid",NA,"Alloy",NA,47,0,2853.24597562365
"9328","9328","500",NA,"Used","f",107285,"2005","White","5.0 L","Gasoline","NC","SoA",NA,"Alloy",NA,51,0,14102.2466982213
"9329","9329","550",NA,"Used","f",24785,"2013","White","4.6 L","Gasoline","FL","SoA","Premium","Alloy","18",71,0,59618.5638836893
"9330","9330","500",NA,"Used","f",145658,"2001",NA,"5.0 L","Gasoline","VA","SoA",NA,"Alloy",NA,20,0,7446.73731264689
"9331","9331","550",NA,"Used","t",16045,"2014","White","4.6 L","Gasoline","HI","Pac",NA,NA,NA,1,0,93896.2754845018
"9332","9332","550",NA,"New","f",7,"2015","Black",NA,NA,"NY","Mid",NA,NA,NA,0,0,111129.256211273
"9333","9333","550",NA,"CPO","f",13602,"2013","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,6,0,66407.1663048248
"9334","9334","430",NA,"Used","f",142459,"2000","Blue","4.3 L","Gasoline","NY","Mid","Bose","Alloy",NA,73,0,7012.90060702418
"9335","9335","550",NA,"New","f",10,"2015","Blue","4.6 L","Gasoline","MA","New",NA,NA,"19",22,0,112451.099573624
"9336","9336","550",NA,"Used","t",26000,"2012","Black","4.6 L","Gasoline","VA","SoA","Premium","Premium",NA,27,0,51552.0244964353
"9337","9337","550",NA,"CPO","f",36022,"2011","Silver","5.5 L","Gasoline","NC","SoA","Premium","Alloy","20",88,0,49475.9130624178
"9338","9338","550",NA,"New","f",6,"2015","Blue","4.6 L","Gasoline","CA","Pac",NA,NA,"18",86,0,112424.262889566
"9339","9339","600",NA,"Used","f",48378,"2004","Silver","5.5 L","Gasoline","TX","WSC",NA,NA,NA,56,0,26185.3373135575
"9340","9340","550",NA,"Used","f",100555,"2007","Gray","5.5 L","Gasoline","NJ","Mid",NA,NA,NA,35,0,25689.0996412683
"9341","9341","65 AMG",NA,"New","f",13,"2015","White","6.0 L","Gasoline","FL","SoA","Premium",NA,"20",87,0,229257.046554098
"9342","9342","550",NA,"Used","f",44340,"2011","White","5.5 L","Gasoline","GA","SoA",NA,NA,NA,25,0,43732.0750696049
"9343","9343","550",NA,"Used","f",63733,"2008","Black","5.5 L","Gasoline","IL","ENC","Premium","Alloy",NA,64,0,31511.5392182496
"9344","9344","550",NA,"Used","f",81500,"2008","Silver","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,52,0,29572.678345076
"9345","9345","550",NA,"Used","f",56596,"2009","Black","5.5 L","Gasoline","NY","Mid",NA,NA,NA,35,0,33918.7013165328
"9346","9346","550",NA,"Used","f",87605,"2009","White","5.5 L","Gasoline","TX","WSC","Premium","Alloy",NA,66,0,31349.5214859078
"9347","9347","550",NA,"New","f",8,"2014","Black","4.6 L","Gasoline","TX","WSC",NA,NA,NA,2,0,111144.711007971
"9348","9348","500",NA,"Used","f",88155,"2005",NA,"5.0 L","Gasoline","VA","SoA",NA,"Alloy",NA,58,0,14646.8428778214
"9349","9349","63 AMG",NA,"New","f",7,"2015","White","5.5 L","Gasoline","CA","Pac",NA,NA,NA,13,0,165447.40735013
"9350","9350","550",NA,"Used","f",105619,"2007","Gray","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,34,0,25040.0098170608
"9351","9351","500",NA,"Used","f",89800,"1998","Silver","5.0 L","Gasoline","CO","Mtn","Premium","Alloy",NA,48,0,12423.1151621334
"9352","9352","430",NA,"Used","f",99588,"2004","Silver","4.3 L","Gasoline","CA","Pac",NA,NA,NA,34,0,12630.4965712197
"9353","9353","500",NA,"Used","f",56233,"2001","Silver","5.0 L","Gasoline","CA","Pac",NA,NA,NA,11,0,14605.5494443841
"9354","9354","63 AMG",NA,"Used","f",127931,"2008","White","6.3 L","Gasoline","VA","SoA","Harman Kardon",NA,NA,53,0,39712.0113748049
"9355","9355","550",NA,"Used","f",174973,"2007","Gray","5.5 L","Gasoline","CA","Pac",NA,NA,NA,27,0,21657.2113676239
"9356","9356","500",NA,"Used","f",133617,"2003","Black","5.0 L","Gasoline","NY","Mid","Bose","Alloy","17",59,0,9866.10225625305
"9357","9357","500",NA,"Used","f",174799,"2000","White","5.0 L","Gasoline","CA","Pac","Premium",NA,NA,22,0,7391.25457773467
"9358","9358","550",NA,"Used","t",41412,"2012","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,3,0,48461.657939678
"9359","9359","550",NA,"New","f",7,"2015","White","4.6 L","Gasoline","CA","Pac",NA,NA,"18",81,0,113370.797437576
"9360","9360","550",NA,"Used","t",26977,"2012","Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,74,0,51081.4021439778
"9361","9361","550",NA,"New","f",5,"2014","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,2,0,111234.208286862
"9362","9362","550",NA,"New","f",1,"2015","Silver","4.6 L","Gasoline","NY","Mid",NA,NA,NA,1,0,111428.997984993
"9363","9363","500",NA,"Used","f",52965,"2002","Black","5.0 L","Gasoline","IL","ENC","Bose",NA,NA,45,0,15821.0810058682
"9364","9364","500",NA,"Used","f",93487,"2005","Black","5.0 L","Gasoline","CA","Pac","Harman Kardon",NA,NA,7,0,14542.3063499829
"9365","9365","550",NA,"New","f",2,"2015","Silver","4.6 L","Gasoline","NV","Mtn","Premium","Alloy","19",81,0,114927.963341269
"9366","9366","550",NA,"Used","f",52390,"2010","White","5.5 L","Gasoline","CA","Pac","Premium","Alloy",NA,55,0,41155.1332247527
"9367","9367","500",NA,"Used","f",160072,"2000","Blue","5.0 L","Gasoline","IL","ENC",NA,"Alloy",NA,25,0,6797.08854227653
"9368","9368","550",NA,"New","f",21,"2015","Green","4.6 L","Gasoline","IL","ENC",NA,NA,"18",81,0,112841.359659038
"9369","9369","550",NA,"CPO","t",26578,"2012","Brown","4.6 L","Gasoline","MA","New",NA,NA,NA,11,0,56538.6816825762
"9370","9370","550",NA,"Used","f",80734,"2007","Black","5.5 L","Gasoline","GA","SoA",NA,NA,NA,27,0,27249.2604628913
"9371","9371","63 AMG",NA,"New","f",10,"2015","Black","5.5 L","Gasoline","PA","Mid","Premium","Alloy",NA,76,0,164575.541997126
"9372","9372","550",NA,"New","f",6,"2014","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,2,0,112097.138677283
"9373","9373","550",NA,"New","f",21,"2015","Black","4.7 L","Gasoline","CA","Pac","Premium","Alloy",NA,66,0,134524.941581912
"9374","9374","550",NA,"New","f",8,"2014","Black","4.6 L","Gasoline","TX","WSC",NA,NA,NA,71,0,111144.711007971
"9375","9375","430",NA,"Used","f",129565,"2002",NA,"4.3 L","Gasoline","OH","ENC","Premium",NA,NA,38,0,8633.63194350966
"9376","9376","550",NA,"New","f",18,"2015","White","4.6 L","Gasoline","GA","SoA","Premium","Alloy","19",79,0,113601.351419102
"9377","9377","550",NA,"Used","f",36140,"2011","Silver","5.5 L","Gasoline","MD","SoA","Harman Kardon","Alloy","18",55,0,43916.2605654277
"9378","9378","65 AMG",NA,"Used","f",29996,"2012","Black","6.0 L","Gasoline","FL","SoA","Bang Olufsen","Alloy",NA,75,0,96989.2991286341
"9379","9379","400","Hybrid","Used","f",33550,"2011","Silver","3.5 L","Hybrid","CA","Pac",NA,NA,NA,20,0,42161.4657521133
"9380","9380","63 AMG",NA,"New","f",13,"2014","Black","5.5 L","Gasoline","CA","Pac",NA,"Alloy","20",51,0,157456.128298152
"9381","9381","550",NA,"New","f",24,"2015",NA,"4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,112314.342925533
"9382","9382","550",NA,"Used","t",44499,"2010","Black","5.5 L","Gasoline","FL","SoA",NA,NA,NA,12,0,41614.8769979239
"9383","9383","550",NA,"Used","f",80110,"2007","Black","5.5 L","Gasoline","CA","Pac","Harman Kardon",NA,NA,95,0,27343.5869930371
"9384","9384","430",NA,"Used","f",75383,"2006","Gray","4.3 L","Gasoline","FL","SoA",NA,"Alloy",NA,41,0,14852.0062407752
"9385","9385","63 AMG",NA,"Used","f",37860,"2009","Silver","6.3 L","Gasoline","AZ","Mtn",NA,"Alloy",NA,48,0,52206.5152881953
"9386","9386","550",NA,"CPO","f",28630,"2012","White","4.6 L","Gasoline","NJ","Mid",NA,NA,NA,85,0,57291.2385834704
"9387","9387","550",NA,"New","f",21,"2015","White","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,54,0,113610.86341261
"9388","9388","550",NA,"New","f",12,"2015","Silver","4.6 L","Gasoline","FL","SoA",NA,NA,NA,1,0,111972.673572872
"9389","9389","63 AMG",NA,"New","f",9,"2015",NA,"5.5 L","Gasoline","CO","Mtn","Premium","Alloy",NA,69,0,167622.640532781
"9390","9390","550",NA,"Used","f",36854,"2012","Blue","4.6 L","Gasoline","CT","New","Harman Kardon",NA,NA,109,0,49002.3488189506
"9391","9391","63 AMG",NA,"New","f",19,"2015","Silver","5.5 L","Gasoline","GA","SoA",NA,NA,"20",11,0,164176.962369888
"9392","9392","600",NA,"Used","t",36465,"2008","Black","5.5 L","Gasoline","OH","ENC","Harman Kardon","Alloy",NA,58,0,35281.6040368585
"9393","9393","550",NA,"New","f",9,"2015","White","4.6 L","Gasoline","CA","Pac",NA,NA,"19",19,0,113310.49077655
"9394","9394","550",NA,"New","f",21,"2015","Gray","4.6 L","Gasoline","IL","ENC",NA,NA,"18",79,0,120023.352475725
"9395","9395","550",NA,"Used","f",99645,"2007","Silver","5.5 L","Gasoline","IN","ENC",NA,"Alloy",NA,48,0,25322.4575634716
"9396","9396","550",NA,"New","f",6,"2014","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,112097.138677283
"9397","9397","63 AMG",NA,"New","f",7,"2015","Black","5.5 L","Gasoline","CA","Pac","Premium","Alloy",NA,65,0,164639.524318312
"9398","9398","430",NA,"Used","t",145079,"2003","Black","4.3 L","Gasoline","NJ","Mid","Bose","Alloy",NA,67,0,8857.88457293184
"9399","9399","550",NA,"Used","f",56387,"2007","White","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy",NA,65,0,30521.6040884697
"9400","9400","550",NA,"Used","f",97856,"2007","Silver","5.5 L","Gasoline","CA","Pac","Premium",NA,NA,36,0,25744.3188027571
"9401","9401","550",NA,"New","f",46,"2014","White","4.6 L","Gasoline","MO","WNC",NA,NA,NA,46,0,111709.279140526
"9402","9402","550",NA,"New","f",10,"2015",NA,"4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,59,0,112493.603124413
"9403","9403","550",NA,"New","f",30,"2014","White","4.6 L","Gasoline","TN","ESC","Premium","Alloy",NA,49,0,111704.974746281
"9404","9404","550",NA,"Used","f",56894,"2008","Silver","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,26,0,32197.8082308148
"9405","9405","500",NA,"Used","f",148463,"2005","Silver","5.0 L","Gasoline","MI","ENC",NA,NA,NA,1,0,11016.1340644304
"9406","9406","550",NA,"Used","f",93194,"2007","Gray","5.5 L","Gasoline","VA","SoA",NA,"Alloy",NA,28,0,25915.8024595456
"9407","9407","550",NA,"New","f",11,"2015","Silver","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,70,0,112401.673218695
"9408","9408","550",NA,"New","f",6,"2015","Silver","4.6 L","Gasoline","NY","Mid","Premium",NA,NA,76,0,112269.87659706
"9409","9409","550",NA,"Used","f",63135,"2007","White","5.5 L","Gasoline","UT","Mtn","Premium",NA,NA,63,0,29974.4871200441
"9410","9410","550",NA,"New","f",10,"2015",NA,"4.6 L","Gasoline","CA","Pac",NA,NA,"20",5,0,112382.044620996
"9411","9411","550",NA,"New","f",11,"2015","Green","4.6 L","Gasoline","OH","ENC","Premium",NA,NA,74,0,112612.251929898
"9412","9412","550",NA,"New","f",6,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,0,111199.490931078
"9413","9413","550",NA,"Used","f",33056,"2011","White","5.5 L","Gasoline","CA","Pac","Premium",NA,NA,42,0,45905.5672672835
"9414","9414","550",NA,"Used","f",62001,"2007","White","5.5 L","Gasoline","NJ","Mid",NA,"Alloy",NA,44,0,29828.3739699423
"9415","9415","500",NA,"Used","f",51000,"2005","Beige","5.0 L","Gasoline","FL","SoA","Premium",NA,NA,37,0,18658.1101544219
"9416","9416","550",NA,"Used","f",68085,"2008","White","5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,65,0,31889.4504845869
"9417","9417","550",NA,"CPO","f",3580,"2015","Black","4.6 L","Gasoline","GA","SoA","Premium","Alloy","19",85,0,101934.361825145
"9418","9418","63 AMG",NA,"Used","f",79639,"2008","Black","6.3 L","Gasoline","CO","Mtn",NA,"Alloy",NA,53,0,42277.9678412744
"9419","9419","550",NA,"Used","f",12757,"2013","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,65,0,62580.003108843
"9420","9420","550",NA,"Used","f",19470,"2013","Black","4.6 L","Gasoline","NJ","Mid","Harman Kardon","Alloy",NA,71,0,59920.330970848
"9421","9421","55 AMG",NA,"Used","f",64751,"2004","Gray","5.4 L","Gasoline","CA","Pac",NA,"Alloy",NA,56,0,20792.8488986803
"9422","9422","430",NA,"Used","f",100133,"2001","Gold","4.3 L","Gasoline","SC","SoA",NA,"Alloy",NA,20,0,9545.81762401377
"9423","9423","550",NA,"CPO","f",19993,"2010","Black","5.5 L","Gasoline","AL","ESC","Premium","Alloy",NA,72,0,52832.9056278802
"9424","9424","550",NA,"Used","f",40326,"2012","Black","4.6 L","Gasoline","GA","SoA","Premium","Premium",NA,54,0,48394.4156914639
"9425","9425","550",NA,"Used","f",69631,"2007","Gray","5.5 L","Gasoline","CA","Pac","Harman Kardon",NA,NA,8,0,28363.9992328716
"9426","9426","550",NA,"New","f",7,"2015","Silver","4.6 L","Gasoline","CA","Pac","Premium","Alloy","18",79,0,112277.818527644
