"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price"
"27034",48254,"550","unsp","Used","f",12616,2011,"White","5.5 L","Gasoline","FL","SoA","unsp","Alloy","unsp",13,48882
"27035",48255,"550","unsp","Used","f",12061,2011,"Silver","5.5 L","Gasoline","GA","SoA","unsp","unsp","unsp",6,48990
"27036",48256,"550","unsp","CPO","f",37376,2010,"Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","unsp",68,53991
"27037",48257,"550","unsp","Used","f",12325,2011,"Green","5.5 L","Gasoline","CA","Pac","Bang Olufsen","Alloy","unsp",61,57995
"27038",48258,"550","unsp","Used","t",74735,2010,"Black","5.5 L","Gasoline","AL","ESC","unsp","unsp","unsp",57,39990
"27039",48260,"550","unsp","Used","t",31997,2010,"Silver","5.5 L","Gasoline","AL","ESC","unsp","Alloy","unsp",38,45995
"27040",48263,"550","unsp","Used","t",29865,2010,"Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","unsp","unsp",73,43999
"27043",48266,"550","unsp","CPO","f",38039,2010,"Black","5.5 L","Gasoline","AZ","Mtn","Harman Kardon","unsp","unsp",28,43991
"27044",48267,"550","unsp","Used","f",48027,2010,"Black","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",32,47999
"27045",48269,"550","unsp","Used","t",40607,2011,"Black","5.5 L","Gasoline","LA","WSC","Harman Kardon","Alloy","unsp",77,51795
"27049",48273,"550","unsp","Used","t",46075,2011,"Silver","5.5 L","Gasoline","FL","SoA","Premium","unsp","unsp",46,38995
"27050",48274,"550","unsp","Used","f",55577,2010,"White","5.5 L","Gasoline","FL","SoA","unsp","unsp","unsp",4,38991
"27051",48276,"550","unsp","CPO","f",27070,2012,"Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy","unsp",64,65991
"27052",48277,"550","unsp","Used","f",37687,2012,"Black","4.6 L","Gasoline","MS","ESC","Premium","Alloy","unsp",52,59777
"27053",48280,"550","unsp","Used","f",41829,2012,"Black","4.6 L","Gasoline","CA","Pac","unsp","Alloy","unsp",57,54888
"27054",48281,"550","unsp","Used","f",16411,2012,"Black","4.6 L","Gasoline","TN","ESC","Premium","unsp","unsp",40,54680
"27055",48284,"550","unsp","CPO","f",14585,2012,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",74,58900
"27056",48285,"550","unsp","CPO","t",29597,2013,"White","4.6 L","Gasoline","AZ","Mtn","Harman Kardon","Alloy","unsp",79,72888
"27057",48287,"550","unsp","CPO","f",11890,2013,"unsp","4.6 L","Gasoline","FL","SoA","Harman Kardon","unsp","unsp",107,112135
"27058",48289,"550","unsp","CPO","f",40440,2012,"Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy","unsp",68,57999
"27059",48290,"550","unsp","CPO","f",36000,2012,"Black","4.6 L","Gasoline","TX","WSC","unsp","unsp","unsp",1,61500
"27060",48291,"550","unsp","Used","f",52078,2012,"White","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",6,54000
"27061",48292,"550","unsp","Used","f",23101,2012,"Silver","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,65487
"27063",48294,"550","unsp","Used","f",14119,2012,"Black","4.6 L","Gasoline","FL","SoA","unsp","Alloy","unsp",80,54789
"27064",48295,"550","unsp","CPO","t",21449,2013,"Gray","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy","unsp",70,71789
"27065",48296,"550","unsp","CPO","f",17308,2013,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","19",12,62982
"27066",48297,"550","unsp","Used","t",25771,2013,"Black","4.6 L","Gasoline","LA","WSC","Harman Kardon","Alloy","unsp",78,64349
"27067",48298,"550","unsp","Used","t",36915,2012,"Black","4.6 L","Gasoline","TX","WSC","Premium","Alloy","18",52,49995
"27068",48301,"550","unsp","Used","f",23735,2013,"Black","4.6 L","Gasoline","NY","Mid","unsp","unsp","unsp",68,67800
"27069",48302,"550","unsp","Used","f",18500,2012,"Black","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy","unsp",66,57995
"27070",48310,"63 AMG","unsp","Used","f",39301,2010,"Black","6.3 L","Gasoline","CA","Pac","Harman Kardon","Alloy","unsp",53,64888
"27071",48312,"65 AMG","unsp","CPO","f",28980,2011,"White","6.0 L","Gasoline","CA","Pac","unsp","unsp","unsp",11,97700
"27072",48315,"550","unsp","Used","f",57853,2008,"Black","5.5 L","Gasoline","VA","SoA","unsp","unsp","unsp",7,31995
"27073",48316,"550","unsp","Used","f",63917,2008,"Black","5.5 L","Gasoline","MA","New","unsp","unsp","unsp",62,29900
"27074",48319,"550","unsp","Used","f",78874,2008,"Black","5.5 L","Gasoline","MD","SoA","unsp","unsp","unsp",35,29988
"27076",48325,"550","unsp","Used","f",91345,2007,"Gray","5.5 L","Gasoline","IN","ENC","Harman Kardon","Alloy","unsp",72,24990
"27077",48326,"550","unsp","Used","t",58152,2008,"Silver","5.5 L","Gasoline","MD","SoA","Premium","unsp","unsp",62,34950
"27078",48328,"550","unsp","Used","f",55729,2008,"White","5.5 L","Gasoline","FL","SoA","Harman Kardon","unsp","unsp",73,43290
"27079",48332,"550","unsp","Used","f",79375,2009,"Black","5.5 L","Gasoline","IL","ENC","Harman Kardon","Alloy","18",61,31995
"27082",48337,"550","unsp","Used","t",42342,2009,"unsp","5.5 L","Gasoline","FL","SoA","Premium","Alloy","unsp",73,36900
"27083",48340,"550","unsp","Used","f",62686,2009,"Black","5.5 L","Gasoline","NJ","Mid","Harman Kardon","unsp","unsp",86,38922
"27087",48344,"550","unsp","Used","f",48204,2008,"Black","5.5 L","Gasoline","MD","SoA","unsp","Alloy","unsp",55,34900
"27088",48345,"550","unsp","Used","f",54278,2008,"Silver","5.5 L","Gasoline","NC","SoA","unsp","unsp","unsp",16,29950
"27089",48348,"550","unsp","Used","f",122301,2008,"Black","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy","unsp",69,21978
"27091",48352,"350","unsp","CPO","t",20291,2012,"unsp","3.0 L","Diesel","AZ","Mtn","Premium","Alloy","unsp",70,59888
"27092",48354,"350","unsp","CPO","t",30091,2012,"White","3.0 L","Diesel","NY","Mid","Harman Kardon","Alloy","18",109,49900
"27093",48356,"350","unsp","Used","f",34928,2012,"Black","3.0 L","Diesel","TX","WSC","Harman Kardon","Alloy","unsp",63,49510
"27094",48357,"350","unsp","CPO","f",29846,2012,"Silver","3.0 L","Diesel","VA","SoA","unsp","unsp","unsp",35,61995
"27095",48360,"350","unsp","Used","f",22554,2012,"Silver","3.0 L","Diesel","TX","WSC","Harman Kardon","Alloy","unsp",65,54995
"27096",48362,"350","unsp","CPO","f",10270,2013,"Black","3.0 L","Diesel","KY","ESC","Harman Kardon","unsp","unsp",38,66991
"27097",48365,"550","unsp","Used","f",29179,2010,"Gray","5.5 L","Gasoline","FL","SoA","Premium","Alloy","18",78,38999
"27098",48367,"550","unsp","CPO","f",27852,2011,"Black","5.5 L","Gasoline","CT","New","unsp","Alloy","unsp",63,57905
"27099",48368,"550","unsp","CPO","t",46674,2011,"Black","5.5 L","Gasoline","OH","ENC","unsp","unsp","unsp",89,49500
"27100",48370,"550","unsp","Used","f",54471,2011,"Black","5.5 L","Gasoline","OH","ENC","unsp","Alloy","unsp",84,44999
"27101",48372,"550","unsp","CPO","f",28415,2010,"White","5.5 L","Gasoline","NC","SoA","unsp","Alloy","18",42,51997
"27102",48373,"550","unsp","Used","f",72947,2011,"Black","5.5 L","Gasoline","NY","Mid","unsp","Alloy","unsp",50,39995
"27103",48374,"550","unsp","Used","f",66531,2011,"Blue","5.5 L","Gasoline","NJ","Mid","Premium","unsp","unsp",44,34996
"27104",48375,"550","unsp","Used","f",36105,2010,"Black","5.5 L","Gasoline","NJ","Mid","unsp","Alloy","unsp",55,55900
"27105",48376,"550","unsp","Used","f",22032,2011,"Silver","5.5 L","Gasoline","VA","SoA","unsp","unsp","unsp",6,47450
"27106",48377,"550","unsp","CPO","t",33607,2011,"Black","5.5 L","Gasoline","OH","ENC","Premium","Alloy","unsp",67,55995
"27107",48379,"550","unsp","Used","t",38435,2011,"White","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","unsp",69,46999
"27109",48383,"550","unsp","Used","t",65623,2011,"Black","5.5 L","Gasoline","NY","Mid","unsp","unsp","unsp",16,35495
"27110",48384,"550","unsp","Used","f",51561,2011,"Black","5.5 L","Gasoline","GA","SoA","Premium","unsp","unsp",48,39499
"27111",48386,"550","unsp","CPO","f",29658,2011,"White","5.5 L","Gasoline","PA","Mid","Premium","Alloy","unsp",66,57991
"27112",48388,"550","unsp","Used","f",55938,2011,"Black","5.5 L","Gasoline","MD","SoA","unsp","Alloy","unsp",61,39990
"27114",48390,"550","unsp","Used","f",31000,2010,"Black","5.5 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",74,57999
"27115",48392,"550","unsp","CPO","t",49109,2011,"Black","5.5 L","Gasoline","MD","SoA","Premium","Alloy","unsp",73,48998
"27116",48393,"550","unsp","CPO","f",43635,2011,"Black","5.5 L","Gasoline","NC","SoA","Premium","Alloy","unsp",79,47763
"27117",48394,"550","unsp","Used","f",56136,2010,"Blue","5.5 L","Gasoline","NJ","Mid","Harman Kardon","unsp","unsp",72,42349
"27118",48395,"550","unsp","CPO","f",4270,2010,"unsp","5.5 L","Gasoline","MD","SoA","Premium","Alloy","unsp",77,48940
"27119",48396,"550","unsp","Used","f",7991,2011,"unsp","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy","unsp",78,54995
"27120",48399,"550","unsp","Used","t",25940,2012,"Black","4.6 L","Gasoline","MA","New","unsp","unsp","unsp",14,61998
"27121",48401,"550","unsp","Used","t",43512,2013,"Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy","18",74,46999
"27122",48402,"550","unsp","CPO","f",17721,2013,"White","4.6 L","Gasoline","MA","New","unsp","unsp","19",9,68998
"27123",48405,"550","unsp","Used","t",23092,2013,"Black","4.6 L","Gasoline","IL","ENC","Harman Kardon","unsp","unsp",28,61993
"27124",48406,"550","unsp","Used","f",21618,2012,"White","4.6 L","Gasoline","IL","ENC","Harman Kardon","unsp","unsp",24,57991
"27125",48407,"550","unsp","Used","f",27065,2012,"Black","4.6 L","Gasoline","KS","WNC","Premium","Alloy","unsp",86,52899
"27126",48409,"550","unsp","Used","f",35955,2013,"Black","4.6 L","Gasoline","FL","SoA","Harman Kardon","Alloy","18",73,48999
"27127",48410,"550","unsp","Used","t",40665,2012,"Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy","unsp",67,52995
"27128",48411,"550","unsp","Used","t",26534,2012,"White","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",1,69988
"27130",48415,"550","unsp","Used","f",29999,2012,"Black","4.6 L","Gasoline","WA","Pac","Premium","unsp","unsp",51,49880
"27131",48416,"550","unsp","CPO","t",15210,2012,"Black","4.6 L","Gasoline","MA","New","unsp","unsp","unsp",2,61998
"27132",48417,"550","unsp","CPO","f",21332,2013,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,74993
"27133",48421,"550","unsp","CPO","f",29908,2013,"Silver","4.6 L","Gasoline","MA","New","Premium","Alloy","unsp",86,59690
"27134",48422,"550","unsp","CPO","t",27425,2012,"Black","4.6 L","Gasoline","OH","ENC","unsp","unsp","unsp",65,57900
"27135",48423,"550","unsp","Used","f",22824,2012,"White","4.6 L","Gasoline","VA","SoA","unsp","Alloy","unsp",58,53999
"27136",48424,"550","unsp","Used","t",18406,2012,"Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy","unsp",63,55995
"27137",48425,"550","unsp","CPO","f",18421,2013,"Black","4.6 L","Gasoline","OK","WSC","Premium","Alloy","unsp",74,69988
"27138",48426,"550","unsp","Used","f",21858,2013,"Black","4.6 L","Gasoline","TX","WSC","Bang Olufsen","Alloy","unsp",93,59995
"27139",48428,"550","unsp","Used","f",21652,2013,"White","4.6 L","Gasoline","NC","SoA","unsp","Alloy","unsp",17,64995
"27140",48429,"550","unsp","Used","t",6771,2013,"Silver","4.6 L","Gasoline","GA","SoA","Harman Kardon","Alloy","unsp",77,59900
"27141",48430,"550","unsp","CPO","f",20679,2012,"Black","4.6 L","Gasoline","MO","WNC","unsp","Alloy","unsp",70,65500
"27142",48432,"550","unsp","CPO","t",13018,2012,"White","4.6 L","Gasoline","NJ","Mid","unsp","unsp","unsp",52,79900
"27143",48433,"550","unsp","CPO","f",13724,2013,"Black","4.6 L","Gasoline","MD","SoA","Premium","Alloy","unsp",70,65950
"27144",48434,"550","unsp","CPO","f",40277,2012,"Black","4.6 L","Gasoline","NY","Mid","Harman Kardon","Alloy","unsp",78,55991
"27145",48437,"550","unsp","CPO","t",31828,2012,"Black","4.6 L","Gasoline","IL","ENC","unsp","unsp","unsp",7,64991
"27146",48439,"550","unsp","Used","f",36582,2012,"White","4.6 L","Gasoline","MD","SoA","unsp","Alloy","unsp",63,49990
"27148",48442,"400","Hybrid","Used","f",13544,2010,"Silver","3.5 L","Hybrid","MO","WNC","Harman Kardon","unsp","unsp",91,39950
"27149",48443,"400","Hybrid","CPO","f",35579,2011,"Silver","3.5 L","Hybrid","VA","SoA","unsp","unsp","unsp",35,49995
"27150",48444,"600","unsp","New","f",82,2015,"Black","6.0 L","Gasoline","DE","SoA","Premium","Alloy","unsp",81,172985
"27151",48445,"63 AMG","unsp","New","f",11,2015,"Black","5.5 L","Gasoline","NY","Mid","Premium","Alloy","unsp",77,155615
"27152",48446,"63 AMG","unsp","New","f",13,2015,"White","5.5 L","Gasoline","OK","WSC","Premium","Alloy","unsp",65,149470
"27153",48447,"63 AMG","unsp","New","f",9,2015,"Black","5.5 L","Gasoline","PA","Mid","Premium","Alloy","unsp",55,163775
"27154",48449,"63 AMG","unsp","New","f",99,2014,"Black","5.5 L","Gasoline","PA","Mid","Premium","Alloy","unsp",64,167065
"27155",48456,"63 AMG","unsp","New","f",16,2015,"Green","5.5 L","Gasoline","CA","Pac","unsp","unsp","20",78,148725
"27156",48457,"63 AMG","unsp","New","f",8,2015,"unsp","5.5 L","Gasoline","CA","Pac","unsp","Alloy","20",63,165070
"27157",48462,"65 AMG","unsp","New","f",2509,2015,"Black","6.0 L","Gasoline","FL","SoA","unsp","unsp","unsp",1,232775
"27159",48465,"550","unsp","New","f",5,2014,"unsp","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",61,108365
"27160",48467,"550","unsp","New","f",6,2014,"Silver","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",1,102765
"27161",48468,"550","unsp","New","f",18,2014,"Silver","4.6 L","Gasoline","GA","SoA","Premium","Alloy","unsp",63,116765
"27162",48469,"550","unsp","New","f",5,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","19",6,101445
"27163",48473,"550","unsp","New","f",6,2015,"White","4.6 L","Gasoline","CA","Pac","unsp","unsp","18",85,108370
"27164",48474,"550","unsp","CPO","f",9357,2014,"Black","4.6 L","Gasoline","OH","ENC","unsp","unsp","unsp",78,89994
"27165",48476,"550","unsp","New","f",10,2015,"Blue","4.6 L","Gasoline","MD","SoA","unsp","unsp","unsp",92,107935
"27166",48477,"550","unsp","New","f",11,2015,"unsp","4.6 L","Gasoline","TN","ESC","Premium","Alloy","unsp",51,121885
"27167",48480,"550","unsp","New","f",5,2015,"Silver","4.6 L","Gasoline","CA","Pac","unsp","unsp","19",12,107435
"27168",48481,"550","unsp","New","f",11,2015,"Silver","4.6 L","Gasoline","AL","ESC","unsp","unsp","unsp",72,108015
"27170",48484,"550","unsp","CPO","f",14938,2014,"Silver","4.6 L","Gasoline","AR","WSC","unsp","unsp","unsp",11,85692
"27171",48488,"550","unsp","New","f",13,2014,"Black","4.6 L","Gasoline","OR","Pac","unsp","unsp","unsp",61,103995
"27172",48492,"550","unsp","New","f",10,2015,"Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy","unsp",68,111255
"27173",48494,"550","unsp","New","f",10,2015,"Black","4.6 L","Gasoline","AL","ESC","Premium","Alloy","19",75,110665
"27175",48499,"550","unsp","New","f",10,2015,"White","4.6 L","Gasoline","TX","WSC","unsp","unsp","unsp",72,131060
"27176",48500,"550","unsp","New","f",1,2015,"unsp","unsp","unsp","CA","Pac","unsp","Alloy","20",78,102875
"27177",48501,"550","unsp","New","f",8,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",39,109275
"27178",48502,"550","unsp","New","f",14,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","19",16,105933
"27179",48503,"550","unsp","New","f",10,2015,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,112015
"27180",48506,"550","unsp","New","f",12,2015,"White","4.6 L","Gasoline","FL","SoA","Premium","unsp","unsp",77,109300
"27181",48508,"550","unsp","New","f",31,2015,"White","4.6 L","Gasoline","TX","WSC","unsp","unsp","unsp",0,116350
"27182",48509,"550","unsp","New","f",5,2014,"Silver","4.6 L","Gasoline","PA","Mid","Premium","Alloy","unsp",69,101282
"27183",48511,"550","unsp","New","f",11,2014,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,102815
"27184",48513,"550","unsp","New","f",25,2015,"unsp","4.6 L","Gasoline","FL","SoA","Premium","Alloy","unsp",60,119115
"27185",48514,"550","unsp","New","f",13,2015,"Blue","4.6 L","Gasoline","FL","SoA","Premium","unsp","19",75,114445
"27187",48518,"550","unsp","New","f",10,2014,"Silver","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,118265
"27188",48522,"550","unsp","New","f",14,2015,"unsp","4.6 L","Gasoline","TX","WSC","unsp","unsp","18",86,119090
"27189",48524,"550","unsp","New","f",10,2015,"Black","4.6 L","Gasoline","VA","SoA","unsp","Alloy","unsp",74,113855
"27190",48526,"550","unsp","New","f",13,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","Alloy","19",86,113455
"27192",48530,"550","unsp","New","f",5,2014,"Silver","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,104925
"27193",48531,"550","unsp","New","f",7,2014,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",3,103995
"27194",48532,"550","unsp","New","f",15,2014,"White","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,108310
"27195",48536,"550","unsp","New","f",11,2015,"Blue","4.6 L","Gasoline","CA","Pac","Premium","Alloy","unsp",75,144285
"27196",48541,"550","unsp","New","f",31,2015,"Black","4.6 L","Gasoline","LA","WSC","Premium","Alloy","unsp",65,125405
"27197",48542,"550","unsp","New","f",6298,2015,"Silver","4.6 L","Gasoline","NY","Mid","Premium","Alloy","unsp",58,109865
"27198",48543,"550","unsp","New","f",10,2015,"White","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,115240
"27199",48545,"550","unsp","New","f",31,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","Alloy","18",106,103895
"27200",48549,"550","unsp","New","f",11,2015,"Black","4.6 L","Gasoline","TX","WSC","unsp","unsp","unsp",1,113975
"27201",48552,"550","unsp","New","f",30,2015,"White","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",66,109300
"27202",48553,"550","unsp","New","f",6,2015,"White","4.6 L","Gasoline","CA","Pac","unsp","unsp","18",85,114110
"27203",48554,"550","unsp","New","f",23,2015,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","18",87,95325
"27205",48557,"550","unsp","New","f",10,2015,"White","4.6 L","Gasoline","FL","SoA","Premium","unsp","unsp",85,110290
"27206",48559,"550","unsp","New","f",144,2014,"White","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",3,113060
"27208",48562,"550","unsp","New","f",5,2015,"Silver","4.6 L","Gasoline","CA","Pac","Premium","unsp","unsp",78,109625
"27209",48564,"550","unsp","New","f",7,2015,"Blue","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",2,106215
"27210",48565,"550","unsp","New","f",7,2015,"Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy","18",79,113945
"27211",48566,"550","unsp","New","f",16,2014,"Silver","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",64,104600
"27212",48567,"550","unsp","New","f",10,2014,"Silver","4.6 L","Gasoline","MA","New","unsp","Alloy","18",83,113215
"27213",48569,"550","unsp","New","f",22,2015,"White","4.6 L","Gasoline","MA","New","unsp","Alloy","18",109,121620
"27215",48571,"550","unsp","New","f",11,2015,"White","4.6 L","Gasoline","CT","New","Premium","Alloy","unsp",67,109080
"27216",48573,"550","unsp","New","f",7,2015,"White","4.6 L","Gasoline","PA","Mid","Premium","Alloy","unsp",59,108180
"27217",48575,"550","unsp","New","f",10,2015,"Blue","4.6 L","Gasoline","MD","SoA","Premium","unsp","unsp",88,112375
"27218",48577,"550","unsp","New","f",14,2014,"Blue","4.6 L","Gasoline","OK","WSC","unsp","unsp","unsp",3,127175
"27219",48581,"550","unsp","New","f",13,2015,"Black","4.6 L","Gasoline","IL","ENC","Premium","Alloy","unsp",72,116255
"27220",48585,"550","unsp","New","f",15,2015,"Silver","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","19",77,111985
"27221",48586,"550","unsp","New","f",12,2015,"Black","4.6 L","Gasoline","MD","SoA","Premium","Alloy","19",79,107515
"27223",48588,"550","unsp","New","f",2,2015,"unsp","4.6 L","Gasoline","NY","Mid","unsp","unsp","unsp",1,102825
"27224",48591,"550","unsp","New","f",13,2014,"Silver","4.6 L","Gasoline","MA","New","unsp","Alloy","18",82,125825
"27225",48592,"550","unsp","New","f",920,2014,"White","4.6 L","Gasoline","TX","WSC","unsp","unsp","20",4,108275
"27226",48594,"550","unsp","New","f",10,2015,"unsp","unsp","unsp","NJ","Mid","unsp","unsp","unsp",0,113515
"27227",48596,"550","unsp","New","f",10,2015,"White","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",64,109580
"27229",48601,"550","unsp","New","f",18,2015,"Black","4.6 L","Gasoline","NY","Mid","unsp","unsp","unsp",78,114790
"27231",48604,"550","unsp","New","f",5,2015,"Gray","4.6 L","Gasoline","NY","Mid","Premium","Alloy","unsp",70,106525
"27232",48605,"550","unsp","New","f",6,2015,"Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy","19",73,106895
"27233",48606,"550","unsp","New","f",10,2014,"White","4.6 L","Gasoline","MA","New","unsp","unsp","unsp",0,103880
"27234",48607,"550","unsp","New","f",13,2014,"unsp","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,105245
"27235",48610,"550","unsp","New","f",18,2015,"Black","4.6 L","Gasoline","IL","ENC","unsp","unsp","unsp",1,118175
"27236",48611,"550","unsp","New","f",5,2015,"Silver","4.6 L","Gasoline","CT","New","unsp","unsp","unsp",4,106875
"27238",48617,"550","unsp","New","f",7,2015,"Silver","4.6 L","Gasoline","CO","Mtn","Premium","Alloy","unsp",65,107795
"27239",48620,"550","unsp","New","f",81,2015,"unsp","4.6 L","Gasoline","KY","ESC","Premium","Alloy","unsp",68,113800
"27240",48623,"550","unsp","New","f",8,2015,"Black","4.6 L","Gasoline","OH","ENC","Premium","Alloy","unsp",68,109305
"27241",48626,"550","unsp","New","f",12,2015,"Black","4.6 L","Gasoline","MA","New","unsp","unsp","unsp",0,118615
"27243",48631,"550","unsp","New","f",18,2015,"Blue","4.6 L","Gasoline","MD","SoA","Premium","Alloy","18",75,105625
"27244",48635,"550","unsp","New","f",10,2015,"Silver","4.6 L","Gasoline","NJ","Mid","unsp","unsp","19",2,110575
"27247",48644,"550","unsp","New","f",7,2015,"unsp","4.6 L","Gasoline","NY","Mid","unsp","unsp","unsp",0,112365
"27248",48645,"550","unsp","New","f",7,2015,"Black","4.6 L","Gasoline","DE","SoA","Premium","unsp","unsp",74,121895
"27249",48646,"550","unsp","New","f",11,2015,"unsp","4.6 L","Gasoline","IA","WNC","unsp","unsp","unsp",0,115875
"27250",48647,"550","unsp","New","f",5,2015,"Silver","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",1,126425
"27251",48648,"550","unsp","New","f",10,2015,"Blue","4.6 L","Gasoline","TX","WSC","unsp","unsp","18",83,110435
"27252",48657,"550","unsp","New","f",9,2014,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,107165
"27253",48658,"550","unsp","New","f",9,2014,"White","4.6 L","Gasoline","NJ","Mid","unsp","unsp","unsp",18,123395
"27255",48661,"550","unsp","New","f",27,2015,"Black","4.6 L","Gasoline","NY","Mid","unsp","unsp","20",3,108665
"27256",48662,"550","unsp","New","f",8,2015,"Gray","4.6 L","Gasoline","NJ","Mid","unsp","unsp","18",88,106895
"27257",48664,"550","unsp","New","f",2,2015,"Silver","4.6 L","Gasoline","IN","ENC","Premium","unsp","unsp",77,115065
"27258",48665,"550","unsp","New","f",9,2015,"Black","4.6 L","Gasoline","PA","Mid","Premium","unsp","unsp",74,115065
"27259",48668,"550","unsp","New","f",2,2015,"Black","4.6 L","Gasoline","MD","SoA","Premium","unsp","unsp",77,114985
"27260",48669,"550","unsp","CPO","t",19205,2014,"Black","4.6 L","Gasoline","WI","ENC","unsp","Steel","18",77,89876
"27261",48673,"550","unsp","New","f",11,2014,"Silver","4.6 L","Gasoline","WI","ENC","unsp","unsp","unsp",2,115195
"27262",48675,"550","unsp","New","f",15,2015,"Silver","4.6 L","Gasoline","WI","ENC","unsp","unsp","unsp",4,113005
"27263",48676,"550","unsp","New","f",11,2015,"Blue","4.6 L","Gasoline","MA","New","unsp","Alloy","18",106,106525
"27265",48680,"550","unsp","New","f",8,2015,"Black","4.6 L","Gasoline","IL","ENC","Premium","Alloy","19",74,107535
"27266",48681,"550","unsp","New","f",10,2015,"Silver","4.6 L","Gasoline","NY","Mid","Premium","Alloy","unsp",59,115215
"27267",48682,"550","unsp","New","f",6,2015,"White","4.6 L","Gasoline","NY","Mid","unsp","unsp","unsp",30,114970
"27268",48683,"550","unsp","New","f",25,2014,"Silver","4.6 L","Gasoline","MA","New","unsp","unsp","unsp",14,118165
"27270",48689,"550","unsp","New","f",5,2015,"White","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","19",68,108590
"27271",48692,"550","unsp","New","f",15,2014,"Black","4.6 L","Gasoline","NC","SoA","unsp","unsp","unsp",13,105371
"27272",48696,"550","unsp","New","f",18,2015,"White","4.6 L","Gasoline","TN","ESC","unsp","unsp","20",8,111051
"27275",48705,"63 AMG","unsp","New","f",25,2015,"White","5.5 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",66,193630
"27276",48707,"63 AMG","unsp","New","f",12,2015,"Black","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",2,189365
"27277",48708,"550","unsp","New","f",26,2015,"Black","4.7 L","Gasoline","CA","Pac","unsp","unsp","19",9,135015
"27278",48710,"550","unsp","New","f",11,2015,"Silver","4.7 L","Gasoline","NY","Mid","Premium","Alloy","unsp",76,129115
"27281",48714,"550","unsp","New","f",20,2015,"White","4.7 L","Gasoline","NY","Mid","unsp","unsp","unsp",1,148470
"27282",48716,"320","unsp","Used","f",130462,1995,"Gray","3.2 L","Gasoline","CA","Pac","unsp","unsp","unsp",4,3991
"27283",48717,"320","unsp","Used","f",125352,1999,"Black","3.2 L","Gasoline","TX","WSC","unsp","Alloy","unsp",28,4995
"27284",48718,"320","unsp","Used","f",145000,1998,"Silver","3.2 L","Gasoline","NY","Mid","Premium","Alloy","unsp",38,4490
"27286",48722,"420","unsp","Used","f",206000,1998,"Silver","4.2 L","Gasoline","VA","SoA","unsp","Alloy","unsp",21,3995
