,trim,subTrim,condition,isOneOwner,mileage,year,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,Actual,Boosting,Lasso,
4132,550,unsp,Used,t,29100,2007,Silver,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,43,"34,995","34,578","34,775",417
9798,430,unsp,Used,f,130000,2001,Silver,4.3 L,Gasoline,FL,SoA,Premium,Alloy,unsp,36,"6,695","7,112","7,215",417
9037,550,unsp,CPO,t,18217,2012,White,4.6 L,Gasoline,HI,Pac,Premium,Alloy,unsp,70,"63,000","62,583","59,695",417
8178,550,unsp,New,f,9,2015,White,4.6 L,Gasoline,CA,Pac,Premium,Alloy,18,83,"115,240","115,656","113,403",416
249,430,unsp,Used,f,112789,2005,Silver,4.3 L,Gasoline,AZ,Mtn,unsp,unsp,unsp,5,"10,995","11,411","12,378",416
1230,550,unsp,CPO,f,18907,2010,Black,5.5 L,Gasoline,OH,ENC,unsp,Alloy,unsp,61,"53,991","54,407","53,168",416
7405,550,unsp,Used,f,53168,2010,White,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,25,"42,995","43,411","41,047",416
437,550,unsp,New,f,9,2015,Blue,4.6 L,Gasoline,OK,WSC,Premium,Alloy,unsp,67,"112,425","112,841","112,886",416
5695,550,unsp,Used,t,47131,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,Alloy,unsp,57,"44,995","45,411","42,368",416
6402,550,unsp,Used,f,76648,2007,Black,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,5,"26,998","26,583","27,665",415
7725,320,unsp,Used,f,142624,1999,Silver,3.2 L,Gasoline,OH,ENC,Premium,Alloy,16,44,"4,875","4,460","7,234",415
9474,430,unsp,Used,f,189452,2005,White,4.3 L,Gasoline,CA,Pac,Bose,Premium,unsp,22,"10,999","10,584","9,643",415
895,430,unsp,Used,f,189001,2000,Silver,4.3 L,Gasoline,MI,ENC,Premium,Alloy,unsp,44,"5,838","5,423","4,843",415
4662,550,unsp,New,f,26,2013,Black,4.6 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,65,"97,925","98,340","103,012",415
9050,550,unsp,New,f,10,2015,Black,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,59,"112,705","112,290","112,494",415
2064,500,unsp,Used,f,134183,2002,Black,5.0 L,Gasoline,IL,ENC,Bose,Alloy,unsp,67,"8,495","8,081","8,724",414
9663,550,unsp,New,f,5,2015,White,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,68,"113,335","112,922","113,194",413
772,430,unsp,Used,t,140000,2004,Gray,4.3 L,Gasoline,FL,SoA,unsp,Alloy,unsp,53,"9,999","9,586","9,910",413
95,550,unsp,Used,f,86725,2009,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,Alloy,18,60,"29,888","29,475","30,207",413
4870,500,unsp,Used,f,91434,2006,Gray,5.0 L,Gasoline,OH,ENC,Premium,Alloy,unsp,51,"15,643","15,231","14,417",412
554,320,unsp,Used,f,171635,1995,Silver,3.2 L,Gasoline,VA,SoA,Premium,Alloy,unsp,22,"3,995","4,406","4,309",411
7250,550,unsp,CPO,f,13758,2012,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"65,981","66,391","59,772",410
1530,550,unsp,New,f,42,2015,Black,4.6 L,Gasoline,NJ,Mid,unsp,unsp,unsp,2,"112,915","113,325","112,837",410
9645,550,unsp,Used,t,58918,2011,Silver,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,0,"43,995","44,404","40,876",409
8212,550,unsp,New,f,13,2014,Black,4.6 L,Gasoline,MO,WNC,unsp,unsp,unsp,48,"110,375","110,783","111,052",408
901,550,unsp,Used,f,61223,2009,White,5.5 L,Gasoline,PA,Mid,Harman Kardon,Alloy,unsp,81,"34,950","34,542","33,967",408
1154,550,unsp,Used,f,90532,2007,Black,5.5 L,Gasoline,MN,WNC,Premium,unsp,unsp,31,"25,995","25,588","26,453",407
2065,430,unsp,Used,f,110742,2002,White,4.3 L,Gasoline,NV,Mtn,Premium,Alloy,unsp,57,"9,500","9,093","10,381",407
8333,550,unsp,Used,f,65677,2007,Gray,5.5 L,Gasoline,TX,WSC,Premium,Alloy,unsp,55,"27,888","27,482","28,510",406
3427,550,unsp,Used,t,76954,2007,Gray,5.5 L,Gasoline,NV,Mtn,unsp,unsp,unsp,25,"26,888","27,294","27,859",406
9487,430,unsp,Used,f,50863,2002,Gold,4.3 L,Gasoline,FL,SoA,unsp,unsp,unsp,6,"12,995","13,401","15,122",406
8189,550,unsp,Used,f,72000,2008,White,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,54,"32,995","32,590","31,800",405
3019,550,unsp,Used,f,8223,2012,Silver,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,59,"65,444","65,039","58,765",405
5765,550,unsp,Used,f,48923,2011,unsp,5.5 L,Gasoline,OH,ENC,Premium,Alloy,unsp,78,"44,500","44,095","41,882",405
2196,500,unsp,Used,f,68279,1994,Silver,5.0 L,Gasoline,FL,SoA,unsp,Alloy,unsp,16,"10,495","10,899","11,994",404
8647,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,IL,ENC,unsp,unsp,unsp,0,"112,865","113,268","112,238",403
1959,550,unsp,Used,f,96000,2010,White,5.5 L,Gasoline,MI,ENC,Premium,Alloy,unsp,58,"35,995","35,592","36,732",403
5075,550,unsp,Used,f,55812,2009,Black,5.5 L,Gasoline,NY,Mid,unsp,Alloy,unsp,53,"34,995","35,398","33,745",403
7750,550,unsp,New,f,12,2015,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,1,"112,955","112,553","112,821",402
517,430,unsp,Used,f,115073,2004,Black,4.3 L,Gasoline,PA,Mid,unsp,unsp,unsp,5,"10,991","10,589","11,721",402
8130,550,unsp,Used,f,97598,2008,White,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,20,"28,991","28,590","29,586",401
1621,550,unsp,CPO,t,12850,2012,Black,4.6 L,Gasoline,CT,New,Premium,Alloy,unsp,70,"64,990","64,590","60,234",400
1325,550,unsp,New,f,20,2015,Black,4.6 L,Gasoline,UT,Mtn,Premium,unsp,unsp,87,"115,015","115,415","115,870",400
816,550,unsp,New,f,11,2015,Silver,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,69,"111,365","110,966","112,400",399
4880,550,unsp,New,f,11,2015,Silver,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,69,"111,365","110,966","112,400",399
8616,550,unsp,New,f,7,2015,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,18,79,"111,025","111,424","112,421",399
9955,550,unsp,CPO,t,40238,2010,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,15,"49,981","49,583","49,110",398
5201,420,unsp,Used,f,181424,1998,Silver,4.2 L,Gasoline,GA,SoA,unsp,Alloy,unsp,18,"4,995","4,598","5,983",397
7370,550,unsp,Used,f,36972,2011,Black,5.5 L,Gasoline,VA,SoA,Premium,Alloy,unsp,49,"47,950","48,347","43,893",397
7983,63 AMG,unsp,New,f,7,2015,Black,5.5 L,Gasoline,IL,ENC,Premium,Alloy,unsp,65,"162,855","162,458","164,640",397
8125,500,unsp,Used,f,111080,2003,Black,5.0 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"9,885","10,282","11,515",397
6564,550,unsp,New,f,12,2015,unsp,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,68,"113,275","112,879","112,568",396
6996,550,unsp,Used,f,52897,2007,unsp,5.5 L,Gasoline,CA,Pac,Premium,unsp,unsp,21,"30,770","31,166","30,365",396
1106,500,unsp,Used,t,41088,2004,Silver,5.0 L,Gasoline,TX,WSC,Bose,Alloy,unsp,18,"17,991","18,387","19,703",396
664,550,unsp,New,f,5,2015,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"111,820","112,216","112,978",396
2682,550,unsp,Used,t,75607,2010,Silver,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,74,"35,997","36,392","37,658",395
6508,420,unsp,Used,f,114078,1997,Black,4.2 L,Gasoline,IN,ENC,Premium,Alloy,unsp,54,"4,490","4,885","8,460",395
1370,550,unsp,CPO,t,53336,2010,Silver,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,43,"45,971","45,577","47,013",394
2181,550,unsp,New,f,7,2015,Black,4.6 L,Gasoline,AL,ESC,unsp,Alloy,unsp,36,"112,955","112,561","112,331",394
6269,430,unsp,Used,f,145876,2004,Black,4.3 L,Gasoline,MI,ENC,unsp,Alloy,unsp,69,"8,981","9,375","9,695",394
3195,550,unsp,CPO,t,35701,2011,Black,5.5 L,Gasoline,CT,New,Harman Kardon,Alloy,18,79,"51,663","51,269","50,818",394
4932,500,unsp,Used,f,64194,2002,Black,5.0 L,Gasoline,NC,SoA,unsp,unsp,unsp,4,"11,991","12,384","14,377",393
2111,550,unsp,New,f,10,2015,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,"112,850","113,243","113,241",393
9328,500,unsp,Used,f,107285,2005,White,5.0 L,Gasoline,NC,SoA,unsp,Alloy,unsp,51,"12,975","12,582","14,102",393
9410,550,unsp,New,f,10,2015,unsp,4.6 L,Gasoline,CA,Pac,unsp,unsp,20,5,"111,410","111,802","112,382",392
4467,550,unsp,New,f,1,2015,Silver,4.6 L,Gasoline,CT,New,unsp,unsp,18,79,"111,505","111,113","111,675",392
385,550,unsp,CPO,f,21951,2012,White,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,84,"60,991","60,599","58,449",392
2285,550,unsp,CPO,f,20805,2013,Black,4.6 L,Gasoline,CO,Mtn,Premium,Alloy,unsp,70,"67,991","67,600","64,359",391
118,550,unsp,Used,f,88748,2007,Black,5.5 L,Gasoline,TX,WSC,Premium,Alloy,unsp,61,"25,103","25,493","26,311",390
3747,550,unsp,New,f,9,2015,Black,4.6 L,Gasoline,WI,ENC,Premium,unsp,unsp,74,"111,595","111,984","112,545",389
6683,550,unsp,New,f,28,2014,Black,4.6 L,Gasoline,MD,SoA,unsp,unsp,unsp,57,"110,875","111,262","110,895",387
648,unsp,unsp,New,f,12,2015,Black,4.7 L,Gasoline,MA,New,Premium,Alloy,unsp,76,"138,955","138,568","132,796",387
279,550,unsp,Used,f,20599,2013,Black,4.6 L,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,73,"61,998","62,384","59,566",386
8481,550,unsp,CPO,f,38960,2010,Black,5.5 L,Gasoline,KS,WNC,Premium,Alloy,unsp,88,"46,900","47,286","48,827",386
9307,500,unsp,Used,t,161926,2000,Black,5.0 L,Gasoline,TX,WSC,unsp,Alloy,unsp,37,"6,991","6,606","6,989",385
9265,550,unsp,New,f,9,2014,Black,4.6 L,Gasoline,MO,WNC,unsp,Alloy,18,52,"110,575","110,190","111,067",385
8432,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,OH,ENC,Premium,unsp,unsp,72,"112,915","112,531","112,502",384
3964,550,unsp,Used,f,91217,2008,Gray,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,40,"27,995","27,611","29,181",384
8478,550,unsp,Used,f,32777,2011,Black,5.5 L,Gasoline,FL,SoA,Premium,Alloy,unsp,70,"48,997","48,613","44,492",384
7289,550,unsp,New,f,103,2014,Black,4.6 L,Gasoline,MD,SoA,Premium,Alloy,unsp,70,"110,575","110,192","110,526",383
6448,550,unsp,New,f,9,2015,Blue,4.6 L,Gasoline,MA,New,unsp,Alloy,18,105,"113,265","113,648","112,534",383
1329,550,unsp,New,f,20,2015,unsp,4.6 L,Gasoline,FL,SoA,unsp,unsp,19,22,"115,241","115,624","112,400",383
4274,550,unsp,Used,f,27514,2013,White,4.6 L,Gasoline,CO,Mtn,Premium,Alloy,unsp,69,"60,993","60,612","59,276",381
9227,550,unsp,New,f,7,2015,Black,4.6 L,Gasoline,WI,ENC,unsp,unsp,unsp,2,"113,395","113,014","112,237",381
2782,550,unsp,Used,f,53370,2010,Black,5.5 L,Gasoline,VA,SoA,Harman Kardon,Alloy,unsp,66,"41,777","42,158","40,086",381
8139,550,unsp,Used,f,60050,2007,Gray,5.5 L,Gasoline,CA,Pac,Premium,Alloy,unsp,54,"27,995","27,615","29,164",380
748,430,unsp,Used,f,109205,2002,Silver,4.3 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,55,"7,899","8,278","9,443",379
519,550,unsp,CPO,f,20225,2011,Black,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,1,"56,888","57,267","53,370",379
1016,430,unsp,Used,t,68655,2005,unsp,4.3 L,Gasoline,LA,WSC,unsp,unsp,unsp,6,"16,959","16,581","16,355",378
8195,430,unsp,Used,f,106587,2000,Black,4.3 L,Gasoline,CA,Pac,Bose,Alloy,16,34,"7,450","7,828","9,170",378
7974,550,unsp,Used,f,80747,2010,White,5.5 L,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,78,"37,900","37,524","37,995",376
111,320,unsp,Used,f,249000,1997,Black,3.2 L,Gasoline,GA,SoA,unsp,unsp,unsp,1,"3,995","3,619","2,567",376
2717,550,unsp,Used,f,84269,2007,Silver,5.5 L,Gasoline,TN,ESC,Harman Kardon,Alloy,unsp,74,"23,974","23,598","26,547",376
2186,550,unsp,Used,f,32734,2007,Black,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,17,"34,991","34,616","33,596",375
5886,550,unsp,Used,f,51020,2011,Black,5.5 L,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,58,"44,495","44,870","41,576",375
6015,430,unsp,Used,f,125000,2002,Silver,4.3 L,Gasoline,WA,Pac,Premium,Alloy,unsp,52,"7,938","7,565","8,456",373
7593,430,unsp,Used,f,124000,2000,Black,4.3 L,Gasoline,MA,New,unsp,Alloy,unsp,20,"7,995","7,623","8,065",372
3353,550,unsp,Used,t,58071,2010,Gray,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,11,"38,995","38,623","39,999",372
6411,500,unsp,Used,f,132993,2003,Black,5.0 L,Gasoline,MO,WNC,Premium,Alloy,unsp,54,"8,998","9,370","9,900",372
5705,500,unsp,Used,f,86082,2000,Silver,5.0 L,Gasoline,MO,WNC,unsp,Alloy,unsp,56,"9,249","9,621","11,246",372
4158,430,unsp,Used,f,47253,2006,unsp,4.3 L,Gasoline,CA,Pac,Premium,Alloy,unsp,54,"19,995","19,623","18,582",372
7153,550,unsp,Used,f,67628,2007,Gray,5.5 L,Gasoline,TX,WSC,unsp,Alloy,unsp,36,"27,990","27,619","28,296",371
7059,430,unsp,Used,f,97845,2000,Black,4.3 L,Gasoline,NV,Mtn,unsp,Alloy,unsp,20,"7,999","8,370","9,795",371
693,550,unsp,Used,f,80869,2007,Black,5.5 L,Gasoline,MD,SoA,Harman Kardon,Alloy,unsp,79,"24,967","25,337","26,952",370
4063,550,unsp,Used,f,60865,2007,Silver,5.5 L,Gasoline,NY,Mid,unsp,unsp,unsp,6,"27,500","27,870","29,201",370
1848,550,unsp,Used,f,18128,2012,White,4.6 L,Gasoline,VA,SoA,unsp,unsp,unsp,4,"58,995","59,365","55,138",370
7679,550,unsp,New,f,45,2015,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,2,"112,955","113,325","113,277",370
2881,600,unsp,Used,f,46181,2002,Silver,5.8 L,Gasoline,TX,WSC,Premium,unsp,unsp,34,"15,800","15,431","19,311",369
9162,430,unsp,Used,f,109618,2001,Gold,4.3 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,23,"7,995","8,364","8,923",369
6796,550,unsp,New,f,37,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,"114,025","113,656","112,913",369
800,430,unsp,Used,f,110776,2003,Silver,4.3 L,Gasoline,GA,SoA,unsp,Alloy,unsp,51,"9,500","9,867","10,411",367
6179,550,unsp,Used,t,87430,2008,Gray,5.5 L,Gasoline,MO,WNC,unsp,unsp,unsp,33,"27,995","28,362","29,715",367
1911,500,unsp,Used,f,80039,2003,Silver,5.0 L,Gasoline,CO,Mtn,Harman Kardon,Alloy,unsp,23,"13,995","13,628","13,485",367
462,550,unsp,Used,f,116845,2007,Gray,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,94,"21,995","21,629","24,596",366
958,500,unsp,Used,f,166461,1997,Black,5.0 L,Gasoline,TX,WSC,unsp,Alloy,unsp,50,"5,991","5,626","6,940",365
6973,430,unsp,Used,f,86926,2001,Silver,4.3 L,Gasoline,MO,WNC,Bose,Alloy,16,60,"8,999","9,363","10,475",364
4421,550,unsp,New,f,12,2015,Blue,4.6 L,Gasoline,PA,Mid,unsp,unsp,18,124,"115,215","114,851","112,712",364
4471,550,unsp,Used,f,87974,2007,Gray,5.5 L,Gasoline,KS,WNC,unsp,unsp,unsp,32,"24,995","25,358","26,662",363
2,550,unsp,Used,f,58831,2008,Black,5.5 L,Gasoline,IL,ENC,Premium,Alloy,unsp,67,"32,900","33,262","32,096",362
1843,500,unsp,Used,f,152200,2000,Black,5.0 L,Gasoline,CO,Mtn,Premium,unsp,unsp,35,"5,988","6,349","7,506",361
6336,500,unsp,Used,f,87469,1999,Black,5.0 L,Gasoline,MD,SoA,unsp,Alloy,unsp,23,"8,950","9,311","12,637",361
6291,55 AMG,unsp,Used,f,60453,2004,White,5.4 L,Gasoline,IN,ENC,Bose,Alloy,unsp,54,"19,988","19,627","22,235",361
436,550,unsp,CPO,t,16057,2012,Black,4.6 L,Gasoline,LA,WSC,Premium,Alloy,unsp,77,"60,511","60,151","59,023",360
5725,550,unsp,Used,t,13083,2011,Gray,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,85,"52,995","53,354","51,703",359
5827,550,unsp,Used,f,85617,2007,Gray,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,32,"24,999","25,358","26,822",359
1243,550,unsp,New,f,5,2014,Silver,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,64,"109,625","109,983","111,051",358
151,500,unsp,Used,f,173386,2000,Black,5.0 L,Gasoline,FL,SoA,unsp,unsp,unsp,33,"6,995","6,638","6,232",357
5068,350,unsp,CPO,f,3100,2013,Black,3.0 L,Diesel,KY,ESC,unsp,unsp,unsp,38,"74,491","74,848","71,498",357
8789,500,unsp,Used,t,124800,2006,Black,5.0 L,Gasoline,NC,SoA,unsp,unsp,unsp,12,"12,992","12,635","12,622",357
8770,430,unsp,Used,f,59119,2004,Black,4.3 L,Gasoline,FL,SoA,unsp,unsp,unsp,8,"13,991","13,635","16,251",356
2194,430,unsp,Used,f,81691,2003,unsp,4.3 L,Gasoline,UT,Mtn,Bose,unsp,unsp,45,"13,850","13,494","13,102",356
3878,550,unsp,CPO,f,4291,2012,Blue,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,3,"72,900","72,545","66,218",355
5195,550,unsp,New,f,12,2015,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"113,370","113,015","112,084",355
8253,550,unsp,Used,t,18625,2013,Black,4.6 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,77,"61,800","61,446","60,361",354
6390,500,unsp,Used,f,110332,2003,Black,5.0 L,Gasoline,NJ,Mid,Bose,Alloy,unsp,63,"9,995","10,348","11,272",353
7570,550,unsp,CPO,t,27278,2012,Silver,4.6 L,Gasoline,CA,Pac,unsp,Alloy,unsp,19,"58,998","58,646","55,998",352
8618,550,unsp,New,f,13,2014,Silver,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,54,"110,015","110,367","110,620",352
3527,550,unsp,CPO,f,11422,2013,Black,4.6 L,Gasoline,NH,New,Harman Kardon,unsp,unsp,78,"69,988","70,339","67,587",351
1312,550,unsp,New,f,17,2015,Gray,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,70,"112,955","112,604","119,865",351
2800,500,unsp,Used,f,117618,2001,unsp,5.0 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,37,"7,995","8,346","9,056",351
4075,430,unsp,Used,f,68615,2006,Silver,4.3 L,Gasoline,CA,Pac,Premium,Alloy,unsp,43,"16,995","17,343","15,715",348
6287,550,unsp,New,f,7,2015,Silver,4.6 L,Gasoline,NY,Mid,Premium,unsp,unsp,76,"110,435","110,782","112,322",347
9838,550,unsp,Used,f,44556,2011,Green,5.5 L,Gasoline,TX,WSC,Premium,Alloy,unsp,41,"43,957","44,304","42,565",347
8089,430,unsp,Used,f,105388,2003,Beige,4.3 L,Gasoline,TX,WSC,Bose,Alloy,unsp,56,"9,995","10,342","10,957",347
711,430,unsp,Used,f,79153,2005,Silver,4.3 L,Gasoline,VA,SoA,Premium,Alloy,unsp,29,"13,977","14,323","14,633",346
7217,550,unsp,Used,f,65936,2008,Black,5.5 L,Gasoline,PA,Mid,Premium,Alloy,unsp,70,"31,950","31,604","31,263",346
6281,550,unsp,New,f,18,2015,Black,4.6 L,Gasoline,FL,SoA,unsp,Alloy,18,63,"112,765","112,420","112,393",345
7170,550,unsp,Used,f,94433,2008,Black,5.5 L,Gasoline,RI,New,unsp,Alloy,unsp,32,"27,495","27,840","28,640",345
1681,430,unsp,Used,f,90895,2005,White,4.3 L,Gasoline,VA,SoA,unsp,unsp,unsp,15,"14,977","14,632","14,951",345
8349,550,unsp,New,f,5,2015,Silver,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,68,"111,380","111,035","112,154",345
1765,550,unsp,Used,f,109500,2007,White,5.5 L,Gasoline,TX,WSC,Premium,unsp,unsp,58,"23,995","24,339","25,966",344
6409,550,unsp,New,f,10,2015,Black,4.6 L,Gasoline,MA,New,unsp,unsp,19,11,"109,441","109,785","112,416",344
4309,550,unsp,New,f,17,2014,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,55,"111,080","110,738","110,711",342
2674,430,unsp,Used,f,113924,2003,Black,4.3 L,Gasoline,MN,WNC,Premium,unsp,unsp,35,"9,495","9,837","10,681",342
8255,550,unsp,Used,f,80204,2008,Gray,5.5 L,Gasoline,OH,ENC,Harman Kardon,Alloy,unsp,84,"28,495","28,155","29,833",340
3501,550,unsp,Used,t,62301,2010,Gray,5.5 L,Gasoline,CA,Pac,unsp,Alloy,unsp,48,"38,998","38,659","39,211",339
1725,550,unsp,Used,f,16225,2012,Black,4.6 L,Gasoline,FL,SoA,unsp,Alloy,unsp,43,"57,991","57,652","54,002",339
8985,550,unsp,New,f,20,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,18,80,"113,615","113,276","112,748",339
3558,550,unsp,New,f,17,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,19,78,"112,865","112,527","112,694",338
4004,550,unsp,Used,t,66117,2008,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,53,"31,991","32,329","31,743",338
8055,550,unsp,New,f,30,2015,White,4.7 L,Gasoline,NY,Mid,Premium,Alloy,unsp,78,"139,060","138,722","136,086",338
1577,55 AMG,unsp,Used,f,104000,2002,Silver,5.4 L,Gasoline,NV,Mtn,unsp,Alloy,unsp,50,"10,959","11,296","14,672",337
663,550,unsp,New,f,12,2015,Silver,4.6 L,Gasoline,NY,Mid,Premium,unsp,unsp,76,"110,935","111,270","112,502",335
9350,550,unsp,Used,f,105619,2007,Gray,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,34,"22,993","23,328","25,040",335
8450,550,unsp,Used,f,49797,2007,unsp,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"29,995","30,330","30,804",335
8657,500,unsp,Used,f,135055,2002,White,5.0 L,Gasoline,CA,Pac,Bose,Alloy,unsp,55,"8,995","8,661","9,574",334
3445,63 AMG,unsp,Used,f,27644,2010,Black,6.3 L,Gasoline,FL,SoA,unsp,Alloy,unsp,56,"64,950","64,616","60,553",334
9591,550,unsp,New,f,15,2014,Black,4.6 L,Gasoline,NJ,Mid,unsp,unsp,unsp,54,"110,375","110,708","111,025",333
658,430,unsp,Used,f,118375,2003,Silver,4.3 L,Gasoline,GA,SoA,unsp,unsp,unsp,38,"9,933","10,266","10,221",333
2838,550,unsp,New,f,16,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,18,74,"111,365","111,698","112,668",333
4869,550,unsp,CPO,f,26730,2013,Blue,4.6 L,Gasoline,MA,New,unsp,unsp,unsp,1,"65,998","66,330","63,332",332
3779,430,unsp,Used,f,130587,2000,Gold,4.3 L,Gasoline,NV,Mtn,unsp,Alloy,unsp,41,"6,999","7,331","7,686",332
3627,500,unsp,Used,f,110583,2000,Silver,5.0 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,18,"7,999","8,329","9,408",330
7847,550,unsp,CPO,f,11211,2013,Silver,4.6 L,Gasoline,CT,New,Premium,Alloy,unsp,76,"69,995","69,665","67,302",330
9,550,unsp,New,f,5,2015,Silver,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,68,"111,365","111,035","112,154",330
1250,500,unsp,Used,f,124616,2002,Black,5.0 L,Gasoline,FL,SoA,Bose,Alloy,unsp,71,"6,995","7,324","8,946",329
6183,430,unsp,Used,f,106000,2003,Blue,4.3 L,Gasoline,OH,ENC,Premium,Alloy,unsp,41,"9,995","9,666","10,878",329
7912,550,unsp,CPO,t,59334,2011,Black,5.5 L,Gasoline,MO,WNC,Harman Kardon,unsp,unsp,35,"46,992","47,321","47,152",329
377,550,unsp,Used,f,12882,2012,Black,4.6 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,12,"58,993","59,321","55,800",328
6385,550,unsp,New,f,20,2015,Black,4.6 L,Gasoline,PA,Mid,unsp,unsp,18,121,"115,565","115,893","112,887",328
5653,550,unsp,Used,f,136,2014,Black,4.6 L,Gasoline,MA,New,unsp,unsp,unsp,7,"100,998","101,326","107,142",328
7666,430,unsp,Used,f,82027,2004,Black,4.3 L,Gasoline,CA,Pac,Premium,Alloy,unsp,56,"13,777","13,449","13,900",328
3386,430,unsp,Used,f,128351,2001,Silver,4.3 L,Gasoline,MA,New,Premium,unsp,unsp,38,"6,995","7,322","7,925",327
3376,550,unsp,Used,t,54489,2007,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,0,"30,990","31,317","30,328",327
1844,550,unsp,Used,f,68194,2008,Gray,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,71,"29,991","30,317","31,017",326
2171,550,unsp,Used,t,31000,2011,Black,5.5 L,Gasoline,MI,ENC,Harman Kardon,unsp,unsp,86,"47,995","48,321","45,680",326
7322,430,unsp,Used,f,137786,2002,Silver,4.3 L,Gasoline,VA,SoA,unsp,Alloy,unsp,60,"7,995","7,669","7,705",326
5267,500,unsp,Used,f,113012,2002,Silver,5.0 L,Gasoline,CA,Pac,Premium,Alloy,unsp,60,"8,991","8,667","9,841",324
4808,550,unsp,Used,f,47969,2008,Silver,5.5 L,Gasoline,WA,Pac,Harman Kardon,unsp,unsp,20,"34,880","35,202","33,716",322
1213,550,unsp,New,f,5,2015,Blue,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,70,"112,405","112,083","112,295",322
9514,550,unsp,Used,f,62071,2010,Black,5.5 L,Gasoline,CO,Mtn,unsp,Alloy,unsp,55,"39,995","39,674","39,019",321
5191,550,unsp,Used,f,74243,2007,Black,5.5 L,Gasoline,NJ,Mid,Premium,unsp,unsp,37,"27,890","27,569","27,897",321
8769,550,unsp,New,f,7,2014,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,70,"110,615","110,294","111,170",321
